Project,Species,Run,Recovery Year,RETURN_SITE_CODE,Return Site,CU Index,CU Name,Composite Type,Composite Descr,Sex/Maturity,Total Count,Total Examined,Expanded Enh,Enh Contr %
Snootli Cr,Chum,Summer,2008,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,Broodstock,B1,Total Adults,1411,1411,95.78,6.788
Snootli Cr,Chum,Summer,2008,72,Saloompt R,CM-16,BELLA COOLA-DEAN RIVERS,Broodstock,B1,Total Adults,1353,1353,437.634,32.345
Snootli Cr,Chum,Summer,2008,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,River,N1,Total Adults,1666,202,123.901,7.437
Snootli Cr,Chum,Summer,2008,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,River,N1,Total Adults,2244,558,310.711,13.846
Snootli Cr,Chum,Summer,2008,72,Saloompt R,CM-16,BELLA COOLA-DEAN RIVERS,River,N1,Total Adults,200,82,32.317,16.158
Snootli Cr,Chum,Summer,2008,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,River,N1,Total Adults,1553,1553,95.78,6.167
Snootli Cr,Chum,Summer,2009,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,Broodstock,B1,Total Adults,1346,1346,223.279,16.588
Snootli Cr,Chum,Summer,2009,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,Broodstock,B1,Total Adults,1264,1264,60.092,4.754
Snootli Cr,Chum,Summer,2009,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,Broodstock,B1,Total Adults,1165,1165,505.618,43.401
Snootli Cr,Chum,Summer,2009,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,River,N1,Total Adults,1335,513,39.094,2.928
Snootli Cr,Chum,Summer,2009,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,River,N1,Total Adults,2062,537,1038.334,50.356
Snootli Cr,Chum,Summer,2009,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,River,N1,Total Adults,1500,439,51.33,3.422
Snootli Cr,Chum,Summer,2010,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,Above Fence,N1,Total Adults,412,58,99.39,24.124
Snootli Cr,Chum,Summer,2010,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,Broodstock,B1,Total Adults,771,771,41.976,5.444
Snootli Cr,Chum,Summer,2010,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,Broodstock,B1,Total Adults,1320,1320,646.72,48.994
Snootli Cr,Chum,Summer,2010,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,Broodstock,B1,Total Adults,795,795,45.111,5.674
Snootli Cr,Chum,Summer,2010,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,River,N1,Total Adults,170,170,8.149,4.794
Snootli Cr,Chum,Summer,2010,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,River,N1,Total Adults,700,291,146.544,20.935
Snootli Cr,Chum,Summer,2011,72,Saloompt R,CM-16,BELLA COOLA-DEAN RIVERS,Broodstock,Broodstock,Total Adults,1289,1289,34.255,2.657
Snootli Cr,Chum,Summer,2011,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,Broodstock,Broodstock,Total Adults,1371,1371,65.374,4.768
Snootli Cr,Chum,Summer,2011,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,Broodstock,Brood,Total Adults,1326,1326,675.516,50.944
Snootli Cr,Chum,Summer,2011,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,Broodstock,Brood from weir,Total Adults,1350,1350,270.901,20.067
Snootli Cr,Chum,Summer,2011,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,River,Natural spawners,Total Adults,15058,4966,3823.767,25.394
Snootli Cr,Chum,Summer,2011,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,River,Natural spawners,Total Adults,1300,0,260.868,20.067
Snootli Cr,Chum,Summer,2011,72,Saloompt R,CM-16,BELLA COOLA-DEAN RIVERS,River,Natural spawners,Total Adults,4400,0,116.928,2.657
Snootli Cr,Chum,Summer,2011,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,River,Natural spawners,Total Adults,6000,0,286.1,4.768
Snootli Cr,Chum,Summer,2012,72,Saloompt R,CM-16,BELLA COOLA-DEAN RIVERS,Above Fence,Natural spawners,Total Adults,700,38,45.515,6.502
Snootli Cr,Chum,Summer,2012,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,Above Fence,Natural spawners,Total Adults,3200,0,204.482,6.39
Snootli Cr,Chum,Summer,2012,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,Broodstock,Brood from weir,Total Adults,1006,1006,200.477,19.928
Snootli Cr,Chum,Summer,2012,72,Saloompt R,CM-16,BELLA COOLA-DEAN RIVERS,Broodstock,Live river,Total Adults,415,415,14.727,3.549
Snootli Cr,Chum,Summer,2012,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,Broodstock,Brood,Total Adults,997,997,63.709,6.39
Snootli Cr,Chum,Summer,2012,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,Broodstock,Brood removals,Total Adults,1029,1029,935.41,90.905
Snootli Cr,Chum,Summer,2012,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,River,Natural spawners above fence,Total Adults,6965,2781,4360.669,62.608
Snootli Cr,Chum,Summer,2012,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,River,Natural Spawners,Total Adults,1120,0,223.194,19.928
Snootli Cr,Chum,Summer,2013,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,Above Fence,Total Adults,Total Adults,7800,1126,190.813,2.446
Snootli Cr,Chum,Summer,2013,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,Broodstock,Brood removal,Total Adults,1086,1086,1156.262,106.47
Snootli Cr,Chum,Summer,2013,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,Broodstock,Brood collection,Total Adults,1608,1608,589.711,36.674
Snootli Cr,Chum,Summer,2013,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,River,Natural spawners above,Total Adults,11091,6980,8211.169,74.035
Snootli Cr,Chum,Summer,2013,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,River,Broodstock,Total Adults,1126,1126,27.546,2.446
Snootli Cr,Chum,Summer,2013,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,River,deadpitch,Total Adults,1119,1119,306.183,27.362
Snootli Cr,Chum,Summer,2014,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,Broodstock,Brood,Total Adults,1180,1180,984.501,83.432
Snootli Cr,Chum,Summer,2014,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,Broodstock,none,Total Adults,1935,1935,725.339,37.485
Snootli Cr,Chum,Summer,2014,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,Broodstock,Brood,Total Adults,1236,1236,112.354,9.09
Snootli Cr,Chum,Summer,2014,72,Saloompt R,CM-16,BELLA COOLA-DEAN RIVERS,Broodstock,.,Total Adults,703,679,112.931,16.064
Snootli Cr,Chum,Summer,2014,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,River,Total River,Total Adults,1300,0,118.171,9.09
Snootli Cr,Chum,Summer,2014,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,River,Total River,Total Adults,711,116,561.884,79.027
Snootli Cr,Chum,Summer,2014,72,Saloompt R,CM-16,BELLA COOLA-DEAN RIVERS,River,Total River,Total Adults,625,0,100.402,16.064
Snootli Cr,Chum,Summer,2014,62,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,River,none,Total Adults,2100,0,787.189,37.485
Snootli Cr,Chum,Summer,2015,72,Saloompt R,CM-16,BELLA COOLA-DEAN RIVERS,Broodstock,Broodstock,Total Adults,1395,1395,63.714,4.567
Snootli Cr,Chum,Summer,2015,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,Broodstock,Broodstock,Total Adults,1357,1357,88.948,6.555
Snootli Cr,Chum,Summer,2015,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,Broodstock,Live River,Total Adults,1263,1263,567.96,44.969
Snootli Cr,Chum,Summer,2015,140,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,River,Total River,Total Adults,16676,8519,6055.537,36.313
Snootli Cr,Chum,Summer,2015,72,Saloompt R,CM-16,BELLA COOLA-DEAN RIVERS,River,Dead-pitch,Total Adults,588,588,38.479,6.544
Snootli Cr,Chum,Summer,2015,73,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,River,Dead-ptich,Total Adults,447,447,25.653,5.739
