Project,Species,Run,Recovery Year,RETURN_SITE_CODE,Return Site,CU Index,CU Name,Composite Type,Composite Descr,Sex/Maturity,Total Count,Total Examined,Expanded Enh,Enh Contr %
Chilliwack R,Chum,Fall,1993,107,Chilliwack R,CM-2,LOWER FRASER,Tributary,N2,Total Adults,38360,11511,2662.588,6.941
Chilliwack R,Chum,Fall,1994,107,Chilliwack R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,4109,4109,3598.024,87.564
Chilliwack R,Chum,Fall,1994,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N1,Total Adults,10823,8579,1551.139,14.332
Chilliwack R,Chum,Fall,1994,107,Chilliwack R,CM-2,LOWER FRASER,River,N2,Total Adults,182074,21849,42927.359,23.577
Chilliwack R,Chum,Fall,1994,107,Chilliwack R,CM-2,LOWER FRASER,Tendered Sale,Z1,Total Adults,24690,24570,21619.676,87.565
Chilliwack R,Chum,Fall,1994,107,Chilliwack R,CM-2,LOWER FRASER,Tributary,N3,Total Adults,54733,16420,5795.792,10.589
Chilliwack R,Chum,Fall,1995,107,Chilliwack R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,4334,4334,2524.923,58.258
Chilliwack R,Chum,Fall,1995,107,Chilliwack R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,6421,6421,3740.78,58.259
Chilliwack R,Chum,Fall,1995,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N2,Total Adults,13207,9245,1171.252,8.868
Chilliwack R,Chum,Fall,1995,107,Chilliwack R,CM-2,LOWER FRASER,River,N1,Total Adults,135268,7975,10812.671,7.994
Chilliwack R,Chum,Fall,1995,107,Chilliwack R,CM-2,LOWER FRASER,Tributary,N3,Total Adults,43020,8604,6685.894,15.541
Chilliwack R,Chum,Fall,1996,107,Chilliwack R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,2053,2053,1394.47,67.924
Chilliwack R,Chum,Fall,1996,107,Chilliwack R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,2489,2489,1690.618,67.924
Chilliwack R,Chum,Fall,1996,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N2,Total Adults,4488,3152,547.622,12.202
Chilliwack R,Chum,Fall,1996,107,Chilliwack R,CM-2,LOWER FRASER,River,N1,Total Adults,140445,15449,14046.48,10.001
Chilliwack R,Chum,Fall,1996,107,Chilliwack R,CM-2,LOWER FRASER,Tendered Sale,Z1,Total Adults,2488,2488,1689.94,67.924
Chilliwack R,Chum,Fall,1996,107,Chilliwack R,CM-2,LOWER FRASER,Tributary,N3,Total Adults,15900,4774,1426.332,8.971
Chilliwack R,Chum,Fall,1997,107,Chilliwack R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,2783,2783,2408.552,86.545
Chilliwack R,Chum,Fall,1997,107,Chilliwack R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,9226,9226,7984.662,86.545
Chilliwack R,Chum,Fall,1997,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N3,Total Adults,9019,6239,89.386,0.991
Chilliwack R,Chum,Fall,1997,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N4,Total Adults,760,229,70.608,9.291
Chilliwack R,Chum,Fall,1997,107,Chilliwack R,CM-2,LOWER FRASER,River,N2,Total Adults,167108,38906,5590.98,3.346
Chilliwack R,Chum,Fall,1997,107,Chilliwack R,CM-2,LOWER FRASER,Tendered Sale,Z1,Total Adults,8804,8804,7619.443,86.545
Chilliwack R,Chum,Fall,1997,107,Chilliwack R,CM-2,LOWER FRASER,Tributary,N1,Total Adults,17813,5060,691.047,3.879
Chilliwack R,Chum,Fall,1998,107,Chilliwack R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,3660,3660,3339.529,91.244
Chilliwack R,Chum,Fall,1998,107,Chilliwack R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,41707,41707,38055.116,91.244
Chilliwack R,Chum,Fall,1998,107,Chilliwack R,CM-2,LOWER FRASER,River,N1,Total Adults,321983,38641,22829.89,7.09
Chilliwack R,Chum,Fall,1998,107,Chilliwack R,CM-2,LOWER FRASER,Tributary,N2,Total Adults,34570,10373,3136.226,9.072
Chilliwack R,Chum,Fall,1999,107,Chilliwack R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,1563,1563,1249.084,79.916
Chilliwack R,Chum,Fall,1999,107,Chilliwack R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,40438,40438,32316.404,79.916
Chilliwack R,Chum,Fall,1999,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N1,Total Adults,5842,3351,1317.015,22.544
Chilliwack R,Chum,Fall,1999,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N2,Total Adults,16600,11620,55.995,0.337
Chilliwack R,Chum,Fall,1999,107,Chilliwack R,CM-2,LOWER FRASER,River,N3,Total Adults,299526,21466,38905.132,12.989
Chilliwack R,Chum,Fall,1999,107,Chilliwack R,CM-2,LOWER FRASER,Tributary,N4,Total Adults,62703,18811,4738.61,7.557
Chilliwack R,Chum,Fall,2000,107,Chilliwack R,CM-2,LOWER FRASER,Above Fence,N3,Total Adults,7884,7884,109.769,1.392
Chilliwack R,Chum,Fall,2000,107,Chilliwack R,CM-2,LOWER FRASER,Below Fence,N4,Total Adults,71878,10237,2624.778,3.652
Chilliwack R,Chum,Fall,2000,107,Chilliwack R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,1683,1683,926.966,55.078
Chilliwack R,Chum,Fall,2000,107,Chilliwack R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,9912,9912,5459.357,55.078
Chilliwack R,Chum,Fall,2000,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N2,Total Adults,5411,3788,35.729,0.66
Chilliwack R,Chum,Fall,2000,107,Chilliwack R,CM-2,LOWER FRASER,Tributary,N5,Total Adults,7520,2256,83.378,1.109
Chilliwack R,Chum,Fall,2001,107,Chilliwack R,CM-2,LOWER FRASER,Above Fence,N4,Total Adults,22089,4703,1441.93,6.528
Chilliwack R,Chum,Fall,2001,107,Chilliwack R,CM-2,LOWER FRASER,Broodstock,B1,Total Adults,1679,1679,938.747,55.911
Chilliwack R,Chum,Fall,2001,107,Chilliwack R,CM-2,LOWER FRASER,First Nations Rack,S1,Total Adults,16761,16761,9371.261,55.911
Chilliwack R,Chum,Fall,2001,107,Chilliwack R,CM-2,LOWER FRASER,Natural Channel,N1,Total Adults,12001,4713,239.337,1.994
Chilliwack R,Chum,Fall,2001,107,Chilliwack R,CM-2,LOWER FRASER,River,N3,Total Adults,183568,18038,8928.273,4.864
Chilliwack R,Chum,Fall,2001,107,Chilliwack R,CM-2,LOWER FRASER,Tributary,N5,Total Adults,23770,7131,208.908,0.879
Conuma R,Chum,Fall,1990,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1250,1250,150.801,12.064
Conuma R,Chum,Fall,1990,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,4197,4197,35.982,0.857
Conuma R,Chum,Fall,1990,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,H1,Total Adults,3166,3166,1284.043,40.557
Conuma R,Chum,Fall,1990,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B2,Total Adults,3024,3024,759.661,25.121
Conuma R,Chum,Fall,1990,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1075,1075,54.504,5.07
Conuma R,Chum,Fall,1990,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,5732,5732,2477.313,43.219
Conuma R,Chum,Fall,1990,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,4700,1250,567.011,12.064
Conuma R,Chum,Fall,1990,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,10600,4197,90.875,0.857
Conuma R,Chum,Fall,1990,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,23350,3024,5865.765,25.121
Conuma R,Chum,Fall,1990,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,8100,5732,3500.738,43.219
Conuma R,Chum,Fall,1990,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,3200,0,162.245,5.07
Conuma R,Chum,Fall,1991,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,2822,2822,404.338,14.328
Conuma R,Chum,Fall,1991,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B2,Total Adults,2702,2702,858.35,31.767
Conuma R,Chum,Fall,1991,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,3760,3760,1376.622,36.612
Conuma R,Chum,Fall,1991,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,509,509,415.851,81.7
Conuma R,Chum,Fall,1991,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B2,Total Adults,176,176,38.591,21.927
Conuma R,Chum,Fall,1991,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,2722,2722,996.794,36.62
Conuma R,Chum,Fall,1991,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B2,Total Adults,782,782,196.328,25.106
Conuma R,Chum,Fall,1991,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,402,402,338.636,84.238
Conuma R,Chum,Fall,1991,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,20000,0,2865.614,14.328
Conuma R,Chum,Fall,1991,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,12000,6462,4150.363,34.586
Conuma R,Chum,Fall,1991,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,8000,2898,2858.2,35.728
Conuma R,Chum,Fall,1991,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,10000,1184,4518.27,45.183
Conuma R,Chum,Fall,1991,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,5000,0,4084.977,81.7
Conuma R,Chum,Fall,1992,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B2,Total Adults,527,527,144.87,27.49
Conuma R,Chum,Fall,1992,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,2719,2719,1086.663,39.966
Conuma R,Chum,Fall,1992,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,5761,5761,1905.097,33.069
Conuma R,Chum,Fall,1992,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1499,1499,318.903,21.274
Conuma R,Chum,Fall,1992,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B2,Total Adults,1356,1356,28.156,2.076
Conuma R,Chum,Fall,1992,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1440,1440,550.915,38.258
Conuma R,Chum,Fall,1992,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,479,479,5.959,1.244
Conuma R,Chum,Fall,1992,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,13000,2796,2692.393,20.711
Conuma R,Chum,Fall,1992,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,30000,2369,9395.035,31.317
Conuma R,Chum,Fall,1992,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,22000,0,8346.789,37.94
Conuma R,Chum,Fall,1992,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,10000,1311,45.452,0.455
Conuma R,Chum,Fall,1992,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,5900,0,1255.19,21.274
Conuma R,Chum,Fall,1992,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Tendered Sale,Z1,Total Adults,5280,5280,1746.035,33.069
Conuma R,Chum,Fall,1993,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1374,1374,342.488,24.926
Conuma R,Chum,Fall,1993,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,3078,3078,2262.216,73.496
Conuma R,Chum,Fall,1993,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1530,1530,174.333,11.394
Conuma R,Chum,Fall,1993,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,2891,2891,1842.409,63.729
Conuma R,Chum,Fall,1993,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1345,1345,23.003,1.71
Conuma R,Chum,Fall,1993,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B2,Total Adults,3196,3196,1614.684,50.522
Conuma R,Chum,Fall,1993,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,First Nations Harvest,I1,Total Adults,28256,400,12962.623,45.876
Conuma R,Chum,Fall,1993,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,35000,1374,8724.212,24.926
Conuma R,Chum,Fall,1993,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,28000,3196,14146.168,50.522
Conuma R,Chum,Fall,1993,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,30000,1530,3418.29,11.394
Conuma R,Chum,Fall,1993,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,12000,0,205.227,1.71
Conuma R,Chum,Fall,1993,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,17000,2891,10833.939,63.729
Conuma R,Chum,Fall,1993,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Tendered Sale,Z1,Total Adults,5880,5880,4321.582,73.496
Conuma R,Chum,Fall,1994,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1574,1574,358.284,22.763
Conuma R,Chum,Fall,1994,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1990,1990,666.63,33.499
Conuma R,Chum,Fall,1994,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1251,1251,877.898,70.176
Conuma R,Chum,Fall,1994,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,12068,12068,3602.965,29.856
Conuma R,Chum,Fall,1994,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1691,1691,65.676,3.884
Conuma R,Chum,Fall,1994,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,First Nations Harvest,I1,Total Adults,18136,0,5414.599,29.856
Conuma R,Chum,Fall,1994,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,First Nations Harvest,I1,Total Adults,26207,0,5965.39,22.763
Conuma R,Chum,Fall,1994,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,First Nations Harvest,I1,Total Adults,9523,0,369.861,3.884
Conuma R,Chum,Fall,1994,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,15000,0,10526.366,70.176
Conuma R,Chum,Fall,1994,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,9832,832,381.861,3.884
Conuma R,Chum,Fall,1994,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,40000,0,11942.212,29.856
Conuma R,Chum,Fall,1994,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,20347,1153,6816.022,33.499
Conuma R,Chum,Fall,1994,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,20000,1806,4552.516,22.763
Conuma R,Chum,Fall,1994,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Tendered Sale,Z1,Total Adults,8220,8220,2454.124,29.856
Conuma R,Chum,Fall,1995,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1110,1110,341.905,30.802
Conuma R,Chum,Fall,1995,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1056,1056,72.49,6.865
Conuma R,Chum,Fall,1995,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,4763,4753,3330.114,69.916
Conuma R,Chum,Fall,1995,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1528,1528,390.474,25.555
Conuma R,Chum,Fall,1995,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,261,261,145.548,55.766
Conuma R,Chum,Fall,1995,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,1927,0,132.282,6.865
Conuma R,Chum,Fall,1995,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,25010,643,14643.553,58.551
Conuma R,Chum,Fall,1995,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,7561,0,2328.96,30.802
Conuma R,Chum,Fall,1995,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,3035,0,775.582,25.555
Conuma R,Chum,Fall,1995,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,4070,60,2269.65,55.765
Conuma R,Chum,Fall,1996,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,2202,2202,25.162,1.143
Conuma R,Chum,Fall,1996,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,3227,3227,766.101,23.74
Conuma R,Chum,Fall,1996,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1104,1104,201.625,18.263
Conuma R,Chum,Fall,1996,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,8503,8503,4894.861,57.566
Conuma R,Chum,Fall,1996,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B2,Total Adults,1200,1200,962.511,80.209
Conuma R,Chum,Fall,1996,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,35000,0,28073.241,80.209
Conuma R,Chum,Fall,1996,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,10061,0,2388.516,23.74
Conuma R,Chum,Fall,1996,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,8000,0,1461.046,18.263
Conuma R,Chum,Fall,1996,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,20000,2202,228.54,1.143
Conuma R,Chum,Fall,1997,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1841,1841,663.235,36.026
Conuma R,Chum,Fall,1997,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,10765,10765,8710.664,80.917
Conuma R,Chum,Fall,1997,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B2,Total Adults,1042,1042,133.888,12.849
Conuma R,Chum,Fall,1997,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,207,207,27.421,13.247
Conuma R,Chum,Fall,1997,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1226,1226,381.167,31.09
Conuma R,Chum,Fall,1997,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,15000,615,4324.92,28.833
Conuma R,Chum,Fall,1997,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,15000,895,7855.345,52.369
Conuma R,Chum,Fall,1997,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,30000,1249,3874.473,12.915
Conuma R,Chum,Fall,1997,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,65000,0,49314.021,75.868
Conuma R,Chum,Fall,1997,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Tendered Sale,Z1,Total Adults,800,0,288.207,36.026
Conuma R,Chum,Fall,1997,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Tendered Sale,Z1,Total Adults,471,0,146.435,31.09
Conuma R,Chum,Fall,1997,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Tendered Sale,Z1,Total Adults,4288,3574,3469.7,80.917
Conuma R,Chum,Fall,1998,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B2,Total Adults,553,553,207.967,37.607
Conuma R,Chum,Fall,1998,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,2072,1948,44.237,2.135
Conuma R,Chum,Fall,1998,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,11415,11252,11366.304,99.573
Conuma R,Chum,Fall,1998,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B2,Total Adults,559,559,114.281,20.444
Conuma R,Chum,Fall,1998,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1474,1474,426.968,28.967
Conuma R,Chum,Fall,1998,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,3231,1632,193.894,6.001
Conuma R,Chum,Fall,1998,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,831,831,177.407,21.349
Conuma R,Chum,Fall,1998,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,250000,0,248933.528,99.573
Conuma R,Chum,Fall,1998,1091,Deserted R/NWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,30000,0,640.496,2.135
Conuma R,Chum,Fall,1998,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,45000,2027,14095.697,31.324
Conuma R,Chum,Fall,1998,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,80000,0,4800.835,6.001
Conuma R,Chum,Fall,1998,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,40000,1390,8393.89,20.985
Conuma R,Chum,Fall,1998,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Tendered Sale,Z1,Total Adults,7162,5018,7131.447,99.573
Conuma R,Chum,Fall,1999,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,3292,3292,2253.442,68.452
Conuma R,Chum,Fall,1999,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,996,996,172.236,17.293
Conuma R,Chum,Fall,1999,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1752,1752,333.115,19.013
Conuma R,Chum,Fall,1999,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,980,980,350.514,35.767
Conuma R,Chum,Fall,1999,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,First Nations Rack,S1,Total Adults,2380,2380,1629.159,68.452
Conuma R,Chum,Fall,1999,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,20000,980,7153.358,35.767
Conuma R,Chum,Fall,1999,87,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,7000,1752,1330.945,19.014
Conuma R,Chum,Fall,1999,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,12000,996,2075.162,17.293
Conuma R,Chum,Fall,1999,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,28000,0,19166.591,68.452
Conuma R,Chum,Fall,2000,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,896,896,193.83,21.633
Conuma R,Chum,Fall,2000,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B2,Total Adults,1706,1706,952.009,55.804
Conuma R,Chum,Fall,2000,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,231,231,91.242,39.499
Conuma R,Chum,Fall,2000,85,Deserted Lk,,,Broodstock,B1,Total Adults,896,896,8.488,0.947
Conuma R,Chum,Fall,2000,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,753,753,498.883,66.253
Conuma R,Chum,Fall,2000,85,Deserted Lk,,,River,N1,Total Adults,1800,0,17.053,0.947
Conuma R,Chum,Fall,2000,86,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,8986,544,6728.308,74.875
Conuma R,Chum,Fall,2000,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,10000,1937,5385.941,53.859
Conuma R,Chum,Fall,2001,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,2881,2881,915.959,31.793
Conuma R,Chum,Fall,2001,85,Deserted Lk,,,Broodstock,B1,Total Adults,472,472,64.597,13.686
Conuma R,Chum,Fall,2001,88,Canton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,Broodstock,B1,Total Adults,1222,921,368.046,30.118
Conuma R,Chum,Fall,2001,85,Deserted Lk,,,River,N1,Total Adults,2500,0,342.148,13.686
Conuma R,Chum,Fall,2001,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,River,N1,Total Adults,70000,0,22255.169,31.793
Conuma R,Chum,Fall,2001,117,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,Tendered Sale,Z1,Total Adults,2335,2335,742.369,31.793
Heiltsuk,Chum,Fall,1995,214,McLoughlin Bay Cr,CM-15,SPILLER-FITZ HUGH-BURKE,Broodstock,B1,Total Adults,1192,1192,190.639,15.993
