stat_area,project,stock,year,species,run,stage,obj,target_no
29C,Alouette R,Alouette R,2020,Sockeye,Fall,Fry,Rebuilding,10000
29C,Alouette R,Alouette R,2020,Sockeye,Fall,Smolt 1+,Rebuilding,10000
29E,Capilano R,Chilliwack R,2020,Chinook,Fall,Seapen,Harvest,100000
29E,Capilano R,Chilliwack R,2020,Chinook,Fall,Smolt 0+,Harvest,460000
28,Capilano R,Capilano R,2020,Chum,Fall,Fry,Rebuilding,30000
28,Capilano R,Capilano R,2020,Coho,Fall,Smolt 1+,Harvest,475000
28,Capilano R,Capilano R,2020,Coho,Fall,Fry,Rebuilding,3000
29D,Chehalis R,Harrison R,2020,Chinook,Fall,Smolt 0+,Assessment,300000
29I,Chehalis R,Bowron R,2020,Chinook,Spring,Fry,Conservation,130000
29J,Chehalis R,Tete Jaune,2020,Chinook,Spring,Fry,Conservation,130000
29I,Chehalis R,Willow R/UPFR,2020,Chinook,Spring,Fry,Conservation,130000
29D,Chehalis R,Chehalis R,2020,Chinook,Summer,Smolt 0+,Harvest,325000
29G,Chehalis R,Chilko R,2020,Chinook,Summer,Smolt 1+,Assessment,47500
29D,Chehalis R,Maria Sl,2020,Chinook,Summer,Smolt 0+,Assessment/Rebuilding,100000
29D,Chehalis R,Chehalis R,2020,Chum,Fall,Fry,Harvest,3000000
29D,Chehalis R,Chehalis R,2020,Chum,Fall,Fry,Stewardship,150000
29D,Chehalis R,Chehalis R,2020,Chum,Fall,Fry,Stewardship,5000
29D,Chehalis R,Chehalis R,2020,Chum,Fall,Fry,Stewardship,25000
29D,Chehalis R,Chehalis R,2020,Coho,Fall,Fry,Harvest,50000
29D,Chehalis R,Chehalis R,2020,Coho,Fall,Smolt 1+,Harvest,400000
29E,Chilliwack R,Chilliwack R,2020,Chinook,Fall,Smolt 0+,Assessment/Harvest,2000000
29E,Chilliwack R,Chilliwack R,2020,Chinook,Summer,Smolt 0+,Harvest,500000
29E,Chilliwack R,Chilliwack R,2020,Chum,Fall,Fry,Rebuilding,200000
29E,Chilliwack R,Chilliwack R,2020,Chum,Fall,Fry,Harvest,1000000
29E,Chilliwack R,Chilliwack R,2020,Chum,Fall,Fry,Rebuilding,1000000
29E,Chilliwack R,Chilliwack R,2020,Coho,Fall,Smolt 1+,Harvest,800000
29E,Chilliwack R,Chilliwack R,2020,Coho,Fall,Fry,Harvest,100000
29F,Chilliwack R,Coldwater R,2020,Coho,Fall,Smolt 1+,Assessment/Conservation,120000
29G,Inch Cr,Chilko R,2020,Chinook,Summer,Smolt 1+,Assessment,47500
29D,Inch Cr,Inch Cr,2020,Chum,Fall,Fry,Rebuilding,50000
29D,Inch Cr,Inch Cr,2020,Chum,Fall,Fry,Harvest,750000
29D,Inch Cr,Inch Cr,2020,Chum,Fall,Fry,Rebuilding,200000
29D,Inch Cr,Inch Cr,2020,Chum,Fall,Fry,Assessment/Rebuilding,750000
29D,Inch Cr,Inch Cr,2020,Chum,Fall,Fry,Stewardship,50000
29D,Inch Cr,Inch Cr,2020,Coho,Fall,Smolt 1+,Harvest,150000
29B,Inch Cr,Nicomekl R,2020,Coho,Fall,Smolt 1+,Harvest,50000
29D,Inch Cr,Norrish Cr,2020,Coho,Fall,Smolt 1+,Harvest,100000
29B,Inch Cr,Serpentine R,2020,Coho,Fall,Smolt 1+,Harvest,50000
29D,Inch Cr,Stave R,2020,Coho,Fall,Smolt 1+,Harvest,1000
29D,Inch Cr,Stave R,2020,Coho,Fall,Smolt 1+,Harvest,150000
29D,Inch Sockeye Satellite,Cultus Lk,2020,Sockeye,Fall,Fry,Conservation,25000
29D,Inch Sockeye Satellite,Cultus Lk,2020,Sockeye,Fall,Fry,Conservation,150000
29D,Inch Sockeye Satellite,Cultus Lk,2020,Sockeye,Fall,Smolt 1+,Conservation,50000
29D,Inch Sockeye Satellite,Weaver Sp Ch,2020,Sockeye,Fall,Smolt 1+,Rebuilding,25000
29I,Inch Sockeye Satellite,Stuart R,2020,Sockeye,Spring,Fry,Conservation,180000
29C,Inch Sockeye Satellite,Pitt R Up,2020,Sockeye,Summer,Fry,Harvest,500000
29C,Kanaka Cr,Kanaka Cr,2020,Chum,Fall,Fry,Rebuilding,135000
29C,Kanaka Cr,Kanaka Cr,2020,Chum,Fall,Fry,Rebuilding,40000
29C,Kanaka Cr,Kanaka Cr,2020,Chum,Fall,Fry,Rebuilding,70000
29C,Kanaka Cr,Kanaka Cr,2020,Chum,Fall,Fry,Rebuilding,5000
29C,Kanaka Cr,Kanaka Cr,2020,Chum,Fall,Eyed Egg,Rebuilding,8000
29C,Kanaka Cr,Kanaka Cr,2020,Chum,Fall,Fry,Stewardship,25000
29C,Kanaka Cr,Kanaka Cr,2020,Coho,Fall,Smolt 1+,Stewardship,10000
29C,Kanaka Cr,Kanaka Cr,2020,Coho,Fall,Smolt 1+,Rebuilding,4000
29C,Kanaka Cr,Kanaka Cr,2020,Coho,Fall,Fry,Rebuilding,40000
29C,Kanaka Cr,Kanaka Cr,2020,Coho,Fall,Smolt 1+,Harvest,15000
29C,Kanaka Cr,Kanaka Cr,2020,Coho,Fall,Smolt 1+,Rebuilding,1000
29B,L Campbell R,L Campbell R,2020,Chinook,Fall,Smolt 0+,Harvest,50000
29B,L Campbell R,L Campbell R,2020,Coho,Fall,Fry,Stewardship,3500
29B,L Campbell R,L Campbell R,2020,Coho,Fall,Smolt 1+,Harvest,30000
29B,Nicomekl R,Nicomekl R,2020,Chinook,Fall,Smolt 0+,Stewardship,45000
29D,Nicomekl R,Chehalis R,2020,Chum,Fall,Fry,Stewardship,40000
29B,Nicomekl R,Nicomekl R,2020,Chum,Fall,Fry,Rebuilding,150000
29B,Serpentine R,Serpentine R,2020,Chinook,Fall,Smolt 0+,Stewardship,100000
29D,Serpentine R,Chehalis R,2020,Chum,Fall,Fry,Stewardship,80000
29B,Serpentine R,Serpentine R,2020,Chum,Fall,Fry,Stewardship,65000
29B,Serpentine R,Serpentine R,2020,Coho,Fall,Smolt 1+,Stewardship,5000
28,Seymour R,Seymour R/GSMN,2020,Chum,Fall,Fry,Rebuilding,20000
28,Seymour R,Seymour R/GSMN,2020,Chum,Fall,Fry,Rebuilding,425000
28,Seymour R,Seymour R/GSMN,2020,Coho,Fall,Fry,Rebuilding,140000
28,Seymour R,Seymour R/GSMN,2020,Coho,Fall,Smolt 1+,Rebuilding,40000
28,Tenderfoot Cr,Ashlu Cr,2020,Chinook,Summer,Fry,Rebuilding,15000
28,Tenderfoot Cr,Ashlu Cr,2020,Chinook,Summer,Smolt 1+,Rebuilding,15000
28,Tenderfoot Cr,Cheakamus R,2020,Chinook,Summer,Fry,Rebuilding,80000
28,Tenderfoot Cr,Cheakamus R,2020,Chinook,Summer,Smolt 1+,Rebuilding,50000
28,Tenderfoot Cr,Mamquam R,2020,Chinook,Summer,Fry,Rebuilding,15000
28,Tenderfoot Cr,Mamquam R,2020,Chinook,Summer,Smolt 1+,Rebuilding,30000
29G,Tenderfoot Cr,Portage Cr,2020,Chinook,Summer,Smolt 1+,Conservation,50000
28,Tenderfoot Cr,Shovelnose Cr,2020,Chinook,Summer,Fry,Rebuilding,5000
28,Tenderfoot Cr,Shovelnose Cr,2020,Chinook,Summer,Smolt 1+,Rebuilding,10000
28,Tenderfoot Cr,Shovelnose Cr,2020,Chinook,Summer,Smolt 1+,Rebuilding,15000
28,Tenderfoot Cr,Tenderfoot Cr,2020,Chum,Fall,Fry,Rebuilding,400000
28,Tenderfoot Cr,Tenderfoot Cr,2020,Chum,Fall,Fry,Rebuilding,100000
28,Tenderfoot Cr,Tenderfoot Cr,2020,Chum,Fall,Fry,Rebuilding,300000
28,Tenderfoot Cr,Mamquam R,2020,Coho,Fall,Fry,Rebuilding,10000
28,Tenderfoot Cr,Mamquam R,2020,Coho,Fall,Smolt 1+,Harvest,25000
28,Tenderfoot Cr,Tenderfoot Cr,2020,Coho,Fall,Fry,Rebuilding,50000
28,Tenderfoot Cr,Tenderfoot Cr,2020,Coho,Fall,Fry,Rebuilding,200000
28,Tenderfoot Cr,Tenderfoot Cr,2020,Coho,Fall,Smolt 1+,Harvest,100000
29D,Weaver Sp Ch,Weaver Sp Ch,2020,Chum,Fall,Fry,Harvest,2700000
29D,Weaver Sp Ch,Weaver Sp Ch,2020,Sockeye,Fall,Fry,Harvest,46800000
120,Snettisham,Tahltan Lk,2020,Sockeye,Summer,Fry,Harvest,4000000
130,Snettisham,Tatsamenie Lk,2020,Sockeye,Summer,Fry,Harvest,1375000
130,Snettisham,Tatsamenie Lk,2020,Sockeye,Summer,Fry,Assessment/Harvest,225000
130,Snettisham,Trapper Lk,2020,Sockeye,Summer,Fry,Harvest,200000
4,A Rocha,Bulkley R Up,2021,Coho,Summer,Fry,Stewardship,9000
29E,Abbotsford Sch,Chilliwack R,2021,Coho,Fall,Fry,Education,3000
23,Alberni Enh Soc,Dry Cr/SWVI,2021,Chum,Fall,Fry,Stewardship,20000
23,Alberni Enh Soc,Kitsuksis Cr,2021,Chum,Fall,Fry,Stewardship,20000
23,Alberni Enh Soc,Kitsuksis Cr,2021,Chum,Fall,Fry,Stewardship,225000
23,Alberni Enh Soc,Rogers Cr,2021,Chum,Fall,Fry,Stewardship,20000
23,Alberni Enh Soc,Rogers Cr,2021,Chum,Fall,Fry,Stewardship,225000
23,Alberni Enh Soc,Bear Cr/SWVI,2021,Coho,Fall,Fry,Stewardship,32400
23,Alberni Enh Soc,Beaver Cr Low/SWVI,2021,Coho,Fall,Fry,Stewardship,13500
23,Alberni Enh Soc,Deer Cr,2021,Coho,Fall,Fry,Stewardship,27000
23,Alberni Enh Soc,Dry Cr/SWVI,2021,Coho,Fall,Fry,Stewardship,15000
23,Alberni Enh Soc,Hal Cr,2021,Coho,Fall,Fry,Stewardship,12150
23,Alberni Enh Soc,Kitsuksis Cr,2021,Coho,Fall,Fry,Stewardship,85000
23,Alberni Enh Soc,Plested Cr,2021,Coho,Fall,Fry,Stewardship,13500
23,Alberni Enh Soc,Rogers Cr,2021,Coho,Fall,Fry,Stewardship,45000
23,Alberni Enh Soc,Spaht Cr,2021,Coho,Fall,Fry,Stewardship,8100
23,Alberni Sch,Kitsuksis Cr,2021,Coho,Fall,Fry,Education,1500
24,Alberni Sch,Kootowis Cr,2021,Coho,Fall,Fry,Education,400
02E,Alliford Bay,Blaine Cr,2021,Coho,Fall,Fry,Stewardship,22500
02E,Alliford Bay,Copper Cr,2021,Coho,Fall,Fry,Stewardship,22500
02E,Alliford Bay,Haans Cr,2021,Coho,Fall,Fry,Stewardship,22500
02E,Alliford Bay,Sachs Cr,2021,Coho,Fall,Fry,Stewardship,9000
02E,Alliford Bay,Sachs Cr,2021,Coho,Fall,Fry,Stewardship,22500
29C,Alouette R,Alouette R S,2021,Chinook,Fall,Smolt 0+,Harvest,25000
29E,Alouette R,Chilliwack R,2021,Chinook,Fall,Smolt 0+,Harvest,75000
29E,Alouette R,Chilliwack R,2021,Chinook,Fall,Smolt 0+,Harvest,50000
29C,Alouette R,Alouette R S,2021,Chum,Fall,Fry,Rebuilding,400000
29C,Alouette R,Alouette R S,2021,Coho,Fall,Fry,Stewardship,25000
29C,Alouette R,Alouette R S,2021,Coho,Fall,Fry,Stewardship,10000
29C,Alouette R,Alouette R S,2021,Coho,Fall,Smolt 1+,Harvest,25000
29C,Alouette R,Alouette R,2021,Pink,Fall,Fry,Rebuilding,125000
29C,Alouette R,Alouette R,2021,Sockeye,Fall,Fry,Rebuilding,10000
29C,Alouette R,Alouette R,2021,Sockeye,Fall,Smolt 1+,Rebuilding,10000
14,Big Qualicum R,Big Qualicum R,2021,Chinook,Fall,Smolt 0+,Assessment/Harvest,3000000
14,Big Qualicum R,Big Qualicum R,2021,Chum,Fall,Fry,Harvest,49795200
14,Big Qualicum R,Big Qualicum R,2021,Coho,Fall,Smolt 1+,Assessment/Harvest,400000
29C,Brunette R,Brunette R,2021,Chum,Fall,Fry,Stewardship,2000
29C,Brunette R,Brunette R,2021,Coho,Fall,Fry,Stewardship,30000
4,Bulkley Val Sch,Babine R,2021,Chinook,Summer,Fry,Education,100
4,Bulkley Val Sch,Fulton R,2021,Coho,Fall,Fry,Education,600
4,Bulkley Val Sch,Toboggan Cr,2021,Coho,Summer,Fry,Education,1100
29C,Burnaby Sch,Brunette R,2021,Chum,Fall,Fry,Education,2000
29C,Burnaby Sch,Kanaka Cr,2021,Chum,Fall,Fry,Education,2000
14,Campbell R Sch,Oyster R,2021,Coho,Fall,Fry,Education,100
13,Campbell R Sch,Quinsam R,2021,Coho,Fall,Fry,Education,100
13,Campbell R Sch,Quinsam R,2021,Coho,Fall,Fry,Education,300
13,Campbell R Sch,Quinsam R,2021,Coho,Fall,Fry,Education,1000
29E,Capilano R,Chilliwack R,2021,Chinook,Fall,Seapen,Harvest,100000
29E,Capilano R,Chilliwack R,2021,Chinook,Fall,Smolt 0+,Harvest,460000
28,Capilano R,Capilano R,2021,Chum,Fall,Fry,Rebuilding,70000
28,Capilano R,Capilano R,2021,Coho,Fall,Smolt 1+,Harvest,475000
28,Capilano R,Capilano R,2021,Coho,Fall,Fry,Rebuilding,3000
28,Capilano R,Capilano R,2021,Pink,Fall,Fry,Rebuilding,180000
28,Capilano R,Cheakamus R,2021,Pink,Fall,Fry,Stewardship,450000
29G,Car-Chilc (Williams) Sch,Chilko R,2021,Chinook,Summer,Fry,Education,100
29I,Car-Chilc (Williams) Sch,Nechako R,2021,Chinook,Summer,Fry,Education,200
9,Central Coast Sch,Wannock R,2021,Chinook,Fall,Fry,Education,25
7,Central Coast Sch,Kitasoo Cr,2021,Coho,Fall,Fry,Education,50
7,Central Coast Sch,McLoughlin Bay Cr,2021,Coho,Fall,Fry,Education,50
8,Central Coast Sch,Snootli Cr,2021,Coho,Fall,Fry,Education,3200
29E,Chapman Cr,Chilliwack R,2021,Chinook,Fall,Smolt 0+,Harvest,65000
16,Chapman Cr,Angus Cr,2021,Chum,Fall,Fry,Rebuilding,90000
16,Chapman Cr,Chapman Cr,2021,Chum,Fall,Fry,Rebuilding,90000
16,Chapman Cr,Chapman Cr,2021,Coho,Fall,Smolt 1+,Harvest,50000
16,Chapman Cr,Chapman Cr,2021,Pink,Fall,Fry,Harvest,240000
28,Cheakamus Centre,Cheakamus R,2021,Chum,Fall,Fry,Education,40000
28,Cheakamus Centre,Cheakamus R,2021,Coho,Fall,Fry,Education,15000
29D,Chehalis R,Harrison R,2021,Chinook,Fall,Smolt 0+,Assessment,300000
29G,Chehalis R,Cariboo R Up,2021,Chinook,Spring,Smolt 1+,Conservation,30000
29I,Chehalis R,Chilako R,2021,Chinook,Spring,Smolt 1+,Conservation,30000
29G,Chehalis R,Chilcotin River (Upper),2021,Chinook,Spring,Smolt 1+,Conservation,30000
29I,Chehalis R,Endako R,2021,Chinook,Spring,Smolt 1+,Conservation,30000
29G,Chehalis R,Horsefly R,2021,Chinook,Spring,Smolt 1+,Conservation,30000
29I,Chehalis R,McGregor R,2021,Chinook,Spring,Smolt 1+,Conservation,30000
29I,Chehalis R,Salmon R/UPFR,2021,Chinook,Spring,Smolt 1+,Conservation,30000
29J,Chehalis R,Tete Jaune,2021,Chinook,Spring,Fry,Conservation,130000
29H,Chehalis R,West Road R,2021,Chinook,Spring,Smolt 1+,Conservation,30000
29D,Chehalis R,Chehalis R,2021,Chinook,Summer,Smolt 0+,Harvest,325000
29G,Chehalis R,Chilko R,2021,Chinook,Summer,Smolt 1+,Assessment,47500
29D,Chehalis R,Maria Sl,2021,Chinook,Summer,Smolt 0+,Assessment/Rebuilding,100000
29D,Chehalis R,Chehalis R,2021,Chum,Fall,Fry,Harvest,3000000
29D,Chehalis R,Chehalis R,2021,Chum,Fall,Fry,Stewardship,150000
29D,Chehalis R,Chehalis R,2021,Chum,Fall,Fry,Stewardship,5000
29D,Chehalis R,Chehalis R,2021,Chum,Fall,Fry,Stewardship,25000
29D,Chehalis R,Chehalis R,2021,Coho,Fall,Fry,Harvest,50000
29D,Chehalis R,Chehalis R,2021,Coho,Fall,Smolt 1+,Harvest,400000
29D,Chehalis R,Chehalis R,2021,Pink,Fall,Fry,Harvest,2000000
29D,Chehalis R,Chehalis R,2021,Pink,Fall,Fry,Rebuilding,150000
29D,Chehalis R,Chehalis R,2021,Pink,Fall,Fry,Rebuilding,50000
29E,Chilliwack R,Chilliwack R,2021,Chinook,Fall,Smolt 0+,Assessment/Harvest,2000000
29E,Chilliwack R,Chilliwack R,2021,Chinook,Summer,Smolt 0+,Harvest,500000
29E,Chilliwack R,Chilliwack R,2021,Chum,Fall,Fry,Rebuilding,200000
29E,Chilliwack R,Chilliwack R,2021,Chum,Fall,Fry,Harvest,1000000
29E,Chilliwack R,Chilliwack R,2021,Chum,Fall,Fry,Rebuilding,1000000
29E,Chilliwack R,Chilliwack R,2021,Coho,Fall,Smolt 1+,Harvest,800000
29E,Chilliwack R,Chilliwack R,2021,Coho,Fall,Fry,Harvest,100000
29F,Chilliwack R,Coldwater R,2021,Coho,Fall,Smolt 1+,Assessment/Conservation,120000
29E,Chilliwack Sch,Chilliwack R,2021,Coho,Fall,Fry,Education,3000
24,Clayoquot,Kennedy R Low,2021,Chinook,Fall,Smolt 0+,Rebuilding,380000
24,Clayoquot,Kennedy R Low,2021,Chinook,Fall,Smolt 0+,Rebuilding,100000
4,Coast Mtn (Hazelton) Sch,Mission Cr/SKNA,2021,Coho,Summer,Fry,Education,250
4,Coast Mtn (Terrace) Sch,Kitsum Bel Canyon,2021,Chinook,Summer,Fry,Education,280
6,Coast Mtn (Terrace) Sch,Kitimat R,2021,Coho,Fall,Fry,Education,1400
4,Coast Mtn (Terrace) Sch,Lakelse R,2021,Coho,Fall,Fry,Education,2000
3,Coast Mtn (Terrace) Sch,Rainy Cr,2021,Coho,Fall,Fry,Education,250
4,Coast Mtn (Terrace) Sch,Zymacord R,2021,Coho,Fall,Fry,Education,250
4,Coast Mtn (Terrace) Sch,Kitwanga R,2021,Coho,Summer,Fry,Education,280
14,Comox Valley Sch,Big Qualicum R,2021,Coho,Fall,Fry,Education,100
14,Comox Valley Sch,Little R/GSVI,2021,Coho,Fall,Fry,Education,300
14,Comox Valley Sch,Oyster R,2021,Coho,Fall,Fry,Education,400
14,Comox Valley Sch,Puntledge R,2021,Coho,Fall,Fry,Education,3000
14,Comox Valley Sch,Rosewall Cr,2021,Coho,Fall,Fry,Education,2000
25,Conuma R,Burman R,2021,Chinook,Fall,Seapen,Harvest,200000
25,Conuma R,Conuma R,2021,Chinook,Fall,Seapen,Harvest,2200000
25,Conuma R,Conuma R,2021,Chinook,Fall,Smolt 0+,Harvest,500000
25,Conuma R,Gold R,2021,Chinook,Fall,Smolt 0+,Harvest,500000
25,Conuma R,Conuma R,2021,Chum,Fall,Seapen,Harvest,1500000
25,Conuma R,Conuma R,2021,Chum,Fall,Fry,Harvest,500000
25,Conuma R,Tlupana R,2021,Chum,Fall,Fry,Rebuilding,1000000
25,Conuma R,Conuma R,2021,Coho,Fall,Seapen,Harvest,150000
29C,Coquitlam Sch,Brunette R,2021,Chum,Fall,Fry,Stewardship/Education,900
14,Courtenay,Trent R,2021,Coho,Fall,Fry,Stewardship,30000
14,Courtenay,Trent R,2021,Coho,Fall,Fry,Stewardship,20000
18,Cowichan Lk SES,Cowichan R,2021,Chum,Fall,Fry,Stewardship,50000
18,Cowichan Lk SES,Beaver Cr/GSVI,2021,Coho,Fall,Fry,Stewardship,24300
18,Cowichan R,Cowichan R,2021,Chinook,Fall,Smolt 0+,Assessment,700000
17,Cowichan Valley Sch,Chemainus R,2021,Chum,Fall,Fry,Education,500
18,Cowichan Valley Sch,Cowichan R,2021,Chum,Fall,Fry,Education,200
18,Cowichan Valley Sch,Cowichan R,2021,Chum,Fall,Fry,Education,1300
18,Cowichan Valley Sch,Cowichan R,2021,Chum,Fall,Fry,Education,400
18,Cowichan Valley Sch,Cowichan R,2021,Chum,Fall,Fry,Education,100
18,Cowichan Valley Sch,Cowichan R,2021,Chum,Fall,Fry,Education,600
19,Cowichan Valley Sch,Goldstream R,2021,Coho,Fall,Fry,Education,500
29F,Deadman R,Deadman R,2021,Coho,Fall,Fry,Conservation,9000
29F,Deadman R,Deadman R,2021,Coho,Fall,Smolt 1+,Conservation,19000
29B,Delta Sch,L Campbell R,2021,Coho,Fall,Fry,Education,4000
4,Eby Street,Zymacord R,2021,Coho,Fall,Smolt 1+,Stewardship,25000
7,Emily Lk,Tankeeah R,2021,Sockeye,Summer,Fry,Rebuilding,80000
14,Englishman Enh,L Qualicum R,2021,Chinook,Fall,Smolt 0+,Rebuilding,100000
14,Fanny Bay/GSVI,Rosewall Cr,2021,Chum,Fall,Fry,Stewardship,100000
14,Fanny Bay/GSVI,Rosewall Cr,2021,Chum,Fall,Fry,Stewardship,150000
14,Fanny Bay/GSVI,Wilfred Cr (Coal),2021,Chum,Fall,Fry,Stewardship,45000
14,Fanny Bay/GSVI,Rosewall Cr,2021,Coho,Fall,Smolt 1+,Harvest,50000
14,Fanny Bay/GSVI,Wilfred Cr (Coal),2021,Coho,Fall,Fry,Stewardship,10000
29D,Fraser-Cascade Sch,Chehalis R,2021,Coho,Fall,Fry,Education,250
14,French Cr,Puntledge R,2021,Chum,Fall,Fry,Stewardship,90000
14,French Cr,French Cr,2021,Coho,Fall,Fry,Stewardship,30000
4,Fulton R,Fulton Ch #1,2021,Sockeye,Summer,Fry,Harvest,3700000
4,Fulton R,Fulton Ch #2,2021,Sockeye,Summer,Fry,Harvest,72500000
4,Fulton R,Fulton R,2021,Sockeye,Summer,Fry,Harvest,37500000
29F,Gold Trail Sch,Deadman R,2021,Coho,Fall,Fry,Education,300
29F,Gold Trail Sch,Gates Cr,2021,Coho,Fall,Fry,Education,900
29G,Gold Trail Sch,Seton R,2021,Coho,Fall,Fry,Education,900
19,Goldstream R,Goldstream R,2021,Chum,Fall,Fry,Harvest,300000
19,Goldstream R,Goldstream R,2021,Chum,Fall,Eyed Egg,Stewardship,50000
19,Goldstream R,Goldstream R,2021,Chum,Fall,Fry,Stewardship,1500
19,Goldstream R,Goldstream R,2021,Chum,Fall,Fry,Stewardship,25000
19,Goldstream R,Craigflower Cr,2021,Coho,Fall,Fry,Rebuilding,45000
19,Goldstream R,Goldstream R,2021,Coho,Fall,Smolt 1+,Harvest,100000
19,Goldstream R,Goldstream R,2021,Coho,Fall,Fry,Rebuilding,25000
19,Goldstream R,Goldstream R,2021,Coho,Fall,Fry,Stewardship,5000
19,Goldstream R,Goldstream R,2021,Coho,Fall,Smolt 1+,Rebuilding,10000
19,Goldstream R,Goldstream R,2021,Coho,Fall,Fry,Stewardship,10000
12,Gwa'ni,Woss R,2021,Chinook,Fall,Smolt 0+,Rebuilding,162500
12,Gwa'ni,Nimpkish R Low,2021,Chum,Fall,Fry,Rebuilding,2000000
12,Gwa'ni,Nimpkish R,2021,Pink,Fall,Fry,Stewardship,100000
02E,Haida Gwaii Sch,Haans Cr,2021,Coho,Fall,Fry,Education,180
02E,Haida Gwaii Sch,Honna R,2021,Coho,Fall,Fry,Education,450
02E,Haida Gwaii Sch,Honna R,2021,Coho,Fall,Fry,Education,180
1,Haida Gwaii Sch,Loon Lk Cr,2021,Coho,Fall,Fry,Education,180
1,Haida Gwaii Sch,Mamin R,2021,Coho,Fall,Fry,Education,90
6,Hartley Bay Cr,Hartley Bay Cr,2021,Chum,Fall,Fry,Rebuilding,20000
6,Hartley Bay Cr,Hartley Bay Cr,2021,Coho,Fall,Smolt 1+,Harvest,30000
6,Hartley Bay Cr,Hartley Bay Cr,2021,Coho,Fall,Fry,Harvest,100000
6,Hartley Bay Cr,Hartley Bay Cr,2021,Coho,Fall,Fry,Harvest,60000
6,Hartley Bay Cr,Hartley Bay Cr,2021,Coho,Fall,Fry,Harvest,70000
6,Hartley Bay Cr,Hartley Bay Cr,2021,Coho,Fall,Fry,Harvest,80000
7,Heiltsuk,McLoughlin Bay Cr,2021,Chum,Fall,Seapen,Harvest,1800000
7,Heiltsuk,McLoughlin Bay Cr,2021,Coho,Fall,Seapen,Harvest,43200
27,Holberg In,Goodspeed R,2021,Chinook,Fall,Smolt 0+,Stewardship,32000
27,Holberg In,Goodspeed R,2021,Chum,Fall,Fry,Stewardship,28800
27,Holberg In,Goodspeed R,2021,Coho,Fall,Fry,Stewardship,34000
27,Holberg In,San Josef R,2021,Coho,Fall,Fry,Stewardship,25500
29G,Horsefly Sp Ch,Horsefly Ch,2021,Sockeye,Summer,Fry,Harvest,22500000
28,Howe Sd Sch,Tenderfoot Cr,2021,Coho,Fall,Fry,Education,2800
29C,Hoy Cr,Hoy Cr,2021,Chum,Fall,Fry,Stewardship,50000
29C,Hoy Cr,Hoy Cr,2021,Coho,Fall,Fry,Stewardship,10000
29C,Hoy Cr,Hoy Cr,2021,Coho,Fall,Smolt 1+,Stewardship,5000
23,Huu-ay-aht,Sugsaw Cr,2021,Chum,Fall,Fry,Rebuilding,450000
23,Huu-ay-aht,Pachena R,2021,Coho,Fall,Fry,Rebuilding,20000
29C,Hyde Cr/LWFR,Hyde Cr/LWFR,2021,Chum,Fall,Fry,Stewardship,13000
29C,Hyde Cr/LWFR,Hyde Cr/LWFR,2021,Coho,Fall,Fry,Stewardship,5000
29C,Hyde Cr/LWFR,Hyde Cr/LWFR,2021,Coho,Fall,Smolt 1+,Harvest,15000
29G,Inch Cr,Chilko R,2021,Chinook,Summer,Smolt 1+,Assessment,47500
29D,Inch Cr,Inch Cr,2021,Chum,Fall,Fry,Rebuilding,50000
29D,Inch Cr,Inch Cr,2021,Chum,Fall,Fry,Harvest,750000
29D,Inch Cr,Inch Cr,2021,Chum,Fall,Fry,Rebuilding,200000
29D,Inch Cr,Inch Cr,2021,Chum,Fall,Fry,Stewardship,50000
29D,Inch Cr,Inch Cr,2021,Coho,Fall,Smolt 1+,Harvest,150000
29B,Inch Cr,Nicomekl R,2021,Coho,Fall,Smolt 1+,Harvest,50000
29D,Inch Cr,Norrish Cr,2021,Coho,Fall,Smolt 1+,Harvest,100000
29B,Inch Cr,Serpentine R,2021,Coho,Fall,Smolt 1+,Harvest,50000
29D,Inch Cr,Stave R,2021,Coho,Fall,Smolt 1+,Harvest,1000
29D,Inch Cr,Stave R,2021,Coho,Fall,Smolt 1+,Harvest,150000
29D,Inch Sockeye Satellite,Cultus Lk,2021,Sockeye,Fall,Fry,Conservation,25000
29D,Inch Sockeye Satellite,Cultus Lk,2021,Sockeye,Fall,Fry,Conservation,150000
29D,Inch Sockeye Satellite,Cultus Lk,2021,Sockeye,Fall,Smolt 1+,Conservation,50000
29I,Inch Sockeye Satellite,Bowron R,2021,Sockeye,Spring,Fry,Conservation,90000
29I,Inch Sockeye Satellite,Stuart R,2021,Sockeye,Spring,Fry,Conservation,800000
29C,Inch Sockeye Satellite,Pitt R Up,2021,Sockeye,Summer,Fry,Harvest,500000
20,Juan de Fuca Salm Rest So,Sooke R,2021,Chinook,Fall,Smolt 0+,Stewardship,10000
20,Juan de Fuca Salm Rest So,Sooke R,2021,Chum,Fall,Fry,Stewardship,10000
20,Juan de Fuca Salm Rest So,Charters Cr,2021,Coho,Fall,Smolt 1+,Stewardship,10000
29F,Kamloops Sch,Deadman R,2021,Coho,Fall,Fry,Education,90
29J,Kamloops Sch,Dunn Cr,2021,Coho,Fall,Fry,Education,50
29J,Kamloops Sch,Dunn Cr,2021,Coho,Fall,Fry,Education,180
29J,Kamloops Sch,Dunn Cr,2021,Coho,Fall,Fry,Education,4450
29C,Kanaka Cr,Kanaka Cr,2021,Chum,Fall,Fry,Rebuilding,135000
29C,Kanaka Cr,Kanaka Cr,2021,Chum,Fall,Fry,Rebuilding,40000
29C,Kanaka Cr,Kanaka Cr,2021,Chum,Fall,Fry,Rebuilding,70000
