year,area,species,catch,fishery,type,area_catch
1989,5,Chum,12757,GN,Commercial,203816
1990,5,Chum,6223,GN,Commercial,203816
1991,5,Chum,11898,GN,Commercial,203816
1992,5,Chum,6915,GN,Commercial,203816
1993,5,Chum,8069,GN,Commercial,203816
1994,5,Chum,21337,GN,Commercial,203816
1995,5,Chum,21697,GN,Commercial,203816
1996,5,Chum,8543,GN,Commercial,203816
1997,5,Chum,5313,GN,Commercial,203816
1998,5,Chum,1599,GN,Commercial,203816
2000,5,Chum,2660,GN,Commercial,203816
2001,5,Chum,3472,GN,Commercial,203816
2002,5,Chum,980,GN,Commercial,203816
2003,5,Chum,1285,GN,Commercial,203816
2004,5,Chum,3587,GN,Commercial,203816
2006,5,Chum,1896,GN,Commercial,203816
2007,5,Chum,0,GN,Commercial,203816
2008,5,Chum,0,GN,Commercial,203816
2010,5,Chum,0,GN,Commercial,203816
2011,5,Chum,0,GN,Commercial,203816
2012,5,Chum,0,GN,Commercial,203816
2014,5,Chum,0,GN,Commercial,203816
2016,5,Chum,0,GN,Commercial,203816
2018,5,Chum,0,GN,Commercial,203816
1982,6,Chum,57482,GN,Commercial,1499630
1983,6,Chum,15155,GN,Commercial,1499630
1984,6,Chum,10009,GN,Commercial,1499630
1985,6,Chum,40153,GN,Commercial,1499630
1986,6,Chum,19486,GN,Commercial,1499630
1987,6,Chum,18690,GN,Commercial,1499630
1988,6,Chum,148894,GN,Commercial,1499630
1989,6,Chum,5150,GN,Commercial,1499630
1990,6,Chum,17788,GN,Commercial,1499630
1991,6,Chum,7536,GN,Commercial,1499630
1992,6,Chum,1617,GN,Commercial,1499630
1993,6,Chum,2690,GN,Commercial,1499630
1994,6,Chum,22311,GN,Commercial,1499630
1995,6,Chum,4630,GN,Commercial,1499630
1996,6,Chum,662,GN,Commercial,1499630
1997,6,Chum,4451,GN,Commercial,1499630
1998,6,Chum,230919,GN,Commercial,1499630
1999,6,Chum,32894,GN,Commercial,1499630
2000,6,Chum,8081,GN,Commercial,1499630
2001,6,Chum,34913,GN,Commercial,1499630
2002,6,Chum,126425,GN,Commercial,1499630
2003,6,Chum,131452,GN,Commercial,1499630
2004,6,Chum,150230,GN,Commercial,1499630
2005,6,Chum,146401,GN,Commercial,1499630
2006,6,Chum,45302,GN,Commercial,1499630
2007,6,Chum,14253,GN,Commercial,1499630
2008,6,Chum,3042,GN,Commercial,1499630
2009,6,Chum,29337,GN,Commercial,1499630
2010,6,Chum,1612,GN,Commercial,1499630
2011,6,Chum,18383,GN,Commercial,1499630
2012,6,Chum,14786,GN,Commercial,1499630
2015,6,Chum,89046,GN,Commercial,1499630
2016,6,Chum,28110,GN,Commercial,1499630
2017,6,Chum,17740,GN,Commercial,1499630
1982,7,Chum,155140,GN,Commercial,1842601
1983,7,Chum,9599,GN,Commercial,1842601
1984,7,Chum,55252,GN,Commercial,1842601
1985,7,Chum,95703,GN,Commercial,1842601
1986,7,Chum,101791,GN,Commercial,1842601
1987,7,Chum,70167,GN,Commercial,1842601
1988,7,Chum,103796,GN,Commercial,1842601
1989,7,Chum,39831,GN,Commercial,1842601
1990,7,Chum,73368,GN,Commercial,1842601
1991,7,Chum,50125,GN,Commercial,1842601
1992,7,Chum,21384,GN,Commercial,1842601
1993,7,Chum,46385,GN,Commercial,1842601
1994,7,Chum,55041,GN,Commercial,1842601
1995,7,Chum,69913,GN,Commercial,1842601
1996,7,Chum,26364,GN,Commercial,1842601
1997,7,Chum,20957,GN,Commercial,1842601
1998,7,Chum,28118,GN,Commercial,1842601
1999,7,Chum,16503,GN,Commercial,1842601
2000,7,Chum,18416,GN,Commercial,1842601
2001,7,Chum,67158,GN,Commercial,1842601
2002,7,Chum,75731,GN,Commercial,1842601
2003,7,Chum,86004,GN,Commercial,1842601
2004,7,Chum,115103,GN,Commercial,1842601
2005,7,Chum,37891,GN,Commercial,1842601
2006,7,Chum,10803,GN,Commercial,1842601
2007,7,Chum,5357,GN,Commercial,1842601
2009,7,Chum,1710,GN,Commercial,1842601
2011,7,Chum,81779,GN,Commercial,1842601
2012,7,Chum,54091,GN,Commercial,1842601
2013,7,Chum,51323,GN,Commercial,1842601
2014,7,Chum,46834,GN,Commercial,1842601
2015,7,Chum,108104,GN,Commercial,1842601
2016,7,Chum,39722,GN,Commercial,1842601
2017,7,Chum,3138,GN,Commercial,1842601
1982,8,Chum,167116,GN,Commercial,8675294
1983,8,Chum,258284,GN,Commercial,8675294
1984,8,Chum,54962,GN,Commercial,8675294
1985,8,Chum,300142,GN,Commercial,8675294
1986,8,Chum,733491,GN,Commercial,8675294
1987,8,Chum,269311,GN,Commercial,8675294
1988,8,Chum,302625,GN,Commercial,8675294
1989,8,Chum,196785,GN,Commercial,8675294
1990,8,Chum,310517,GN,Commercial,8675294
1991,8,Chum,145960,GN,Commercial,8675294
1992,8,Chum,59519,GN,Commercial,8675294
1993,8,Chum,144573,GN,Commercial,8675294
1994,8,Chum,339342,GN,Commercial,8675294
1995,8,Chum,533220,GN,Commercial,8675294
1996,8,Chum,211915,GN,Commercial,8675294
1997,8,Chum,185745,GN,Commercial,8675294
1998,8,Chum,299998,GN,Commercial,8675294
1999,8,Chum,135968,GN,Commercial,8675294
2000,8,Chum,43373,GN,Commercial,8675294
2001,8,Chum,251686,GN,Commercial,8675294
2002,8,Chum,267004,GN,Commercial,8675294
2003,8,Chum,496918,GN,Commercial,8675294
2004,8,Chum,538642,GN,Commercial,8675294
2005,8,Chum,198623,GN,Commercial,8675294
2006,8,Chum,270381,GN,Commercial,8675294
2007,8,Chum,190867,GN,Commercial,8675294
2008,8,Chum,8546,GN,Commercial,8675294
2009,8,Chum,35187,GN,Commercial,8675294
2010,8,Chum,3932,GN,Commercial,8675294
2011,8,Chum,32382,GN,Commercial,8675294
2012,8,Chum,137611,GN,Commercial,8675294
2013,8,Chum,326292,GN,Commercial,8675294
2014,8,Chum,27379,GN,Commercial,8675294
2015,8,Chum,293057,GN,Commercial,8675294
2016,8,Chum,330810,GN,Commercial,8675294
2017,8,Chum,232910,GN,Commercial,8675294
2018,8,Chum,240268,GN,Commercial,8675294
2019,8,Chum,86979,GN,Commercial,8675294
2020,8,Chum,12974,GN,Commercial,8675294
1982,9,Chum,11360,GN,Commercial,362774
1983,9,Chum,4631,GN,Commercial,362774
1984,9,Chum,11405,GN,Commercial,362774
1985,9,Chum,18045,GN,Commercial,362774
1986,9,Chum,155463,GN,Commercial,362774
1987,9,Chum,36206,GN,Commercial,362774
1988,9,Chum,39750,GN,Commercial,362774
1989,9,Chum,9356,GN,Commercial,362774
1990,9,Chum,18466,GN,Commercial,362774
1991,9,Chum,5925,GN,Commercial,362774
1992,9,Chum,20492,GN,Commercial,362774
1993,9,Chum,3437,GN,Commercial,362774
1994,9,Chum,10030,GN,Commercial,362774
1995,9,Chum,18208,GN,Commercial,362774
1982,10,Chum,20131,GN,Commercial,168914
1983,10,Chum,3913,GN,Commercial,168914
1984,10,Chum,3129,GN,Commercial,168914
1985,10,Chum,20676,GN,Commercial,168914
1986,10,Chum,15156,GN,Commercial,168914
1987,10,Chum,14178,GN,Commercial,168914
1988,10,Chum,7967,GN,Commercial,168914
1989,10,Chum,6245,GN,Commercial,168914
1990,10,Chum,2251,GN,Commercial,168914
1991,10,Chum,18111,GN,Commercial,168914
1992,10,Chum,17591,GN,Commercial,168914
1993,10,Chum,12589,GN,Commercial,168914
1994,10,Chum,19178,GN,Commercial,168914
1995,10,Chum,6474,GN,Commercial,168914
1996,10,Chum,1310,GN,Commercial,168914
2011,10,Chum,0,GN,Commercial,168914
2014,10,Chum,0,GN,Commercial,168914
2016,10,Chum,15,GN,Commercial,168914
1982,11,Chum,19567,GN,Commercial,95555
1983,11,Chum,6449,GN,Commercial,95555
1984,11,Chum,712,GN,Commercial,95555
1985,11,Chum,3929,GN,Commercial,95555
1986,11,Chum,10347,GN,Commercial,95555
1987,11,Chum,4034,GN,Commercial,95555
1988,11,Chum,3386,GN,Commercial,95555
1989,11,Chum,3715,GN,Commercial,95555
1990,11,Chum,6534,GN,Commercial,95555
1991,11,Chum,6407,GN,Commercial,95555
1992,11,Chum,9368,GN,Commercial,95555
1993,11,Chum,3598,GN,Commercial,95555
1994,11,Chum,6153,GN,Commercial,95555
1995,11,Chum,1140,GN,Commercial,95555
1996,11,Chum,91,GN,Commercial,95555
1997,11,Chum,928,GN,Commercial,95555
2001,11,Chum,630,GN,Commercial,95555
2002,11,Chum,1719,GN,Commercial,95555
2003,11,Chum,913,GN,Commercial,95555
2004,11,Chum,567,GN,Commercial,95555
2006,11,Chum,1840,GN,Commercial,95555
2010,11,Chum,489,GN,Commercial,95555
2011,11,Chum,62,GN,Commercial,95555
2012,11,Chum,0,GN,Commercial,95555
2014,11,Chum,1459,GN,Commercial,95555
2018,11,Chum,1518,GN,Commercial,95555
1982,12,Chum,169639,GN,Commercial,2516711
1983,12,Chum,19103,GN,Commercial,2516711
1984,12,Chum,9091,GN,Commercial,2516711
1985,12,Chum,61611,GN,Commercial,2516711
1986,12,Chum,114008,GN,Commercial,2516711
1987,12,Chum,19406,GN,Commercial,2516711
1988,12,Chum,137358,GN,Commercial,2516711
1989,12,Chum,44357,GN,Commercial,2516711
1990,12,Chum,187912,GN,Commercial,2516711
1991,12,Chum,36044,GN,Commercial,2516711
1992,12,Chum,204489,GN,Commercial,2516711
1993,12,Chum,142798,GN,Commercial,2516711
1994,12,Chum,159822,GN,Commercial,2516711
1995,12,Chum,21908,GN,Commercial,2516711
1996,12,Chum,4755,GN,Commercial,2516711
1997,12,Chum,5016,GN,Commercial,2516711
1998,12,Chum,72433,GN,Commercial,2516711
1999,12,Chum,236,GN,Commercial,2516711
2000,12,Chum,9297,GN,Commercial,2516711
2001,12,Chum,17725,GN,Commercial,2516711
2002,12,Chum,58742,GN,Commercial,2516711
2003,12,Chum,104394,GN,Commercial,2516711
2004,12,Chum,101183,GN,Commercial,2516711
2005,12,Chum,84446,GN,Commercial,2516711
2006,12,Chum,94900,GN,Commercial,2516711
2007,12,Chum,27728,GN,Commercial,2516711
2008,12,Chum,53060,GN,Commercial,2516711
2009,12,Chum,63083,GN,Commercial,2516711
2010,12,Chum,15610,GN,Commercial,2516711
2011,12,Chum,59501,GN,Commercial,2516711
2012,12,Chum,36882,GN,Commercial,2516711
2013,12,Chum,79713,GN,Commercial,2516711
2014,12,Chum,42721,GN,Commercial,2516711
2015,12,Chum,56177,GN,Commercial,2516711
2016,12,Chum,84589,GN,Commercial,2516711
2017,12,Chum,59166,GN,Commercial,2516711
2018,12,Chum,15257,GN,Commercial,2516711
2020,12,Chum,42551,GN,Commercial,2516711
1982,13,Chum,86991,GN,Commercial,1628715
1983,13,Chum,1499,GN,Commercial,1628715
1984,13,Chum,1212,GN,Commercial,1628715
1985,13,Chum,11800,GN,Commercial,1628715
1986,13,Chum,112137,GN,Commercial,1628715
1987,13,Chum,2174,GN,Commercial,1628715
1988,13,Chum,88892,GN,Commercial,1628715
1989,13,Chum,18932,GN,Commercial,1628715
1990,13,Chum,93428,GN,Commercial,1628715
1991,13,Chum,5251,GN,Commercial,1628715
1992,13,Chum,84970,GN,Commercial,1628715
1993,13,Chum,76799,GN,Commercial,1628715
1994,13,Chum,86900,GN,Commercial,1628715
1995,13,Chum,12719,GN,Commercial,1628715
1996,13,Chum,1031,GN,Commercial,1628715
1997,13,Chum,301,GN,Commercial,1628715
1998,13,Chum,26992,GN,Commercial,1628715
1999,13,Chum,15,GN,Commercial,1628715
2000,13,Chum,2649,GN,Commercial,1628715
2001,13,Chum,5851,GN,Commercial,1628715
2002,13,Chum,35596,GN,Commercial,1628715
2003,13,Chum,108823,GN,Commercial,1628715
2004,13,Chum,92126,GN,Commercial,1628715
2005,13,Chum,64153,GN,Commercial,1628715
2006,13,Chum,54490,GN,Commercial,1628715
2007,13,Chum,59967,GN,Commercial,1628715
2008,13,Chum,36453,GN,Commercial,1628715
2009,13,Chum,63542,GN,Commercial,1628715
2010,13,Chum,5748,GN,Commercial,1628715
2011,13,Chum,43831,GN,Commercial,1628715
2012,13,Chum,38401,GN,Commercial,1628715
2013,13,Chum,42866,GN,Commercial,1628715
2014,13,Chum,34534,GN,Commercial,1628715
2015,13,Chum,35618,GN,Commercial,1628715
2016,13,Chum,136156,GN,Commercial,1628715
2017,13,Chum,37053,GN,Commercial,1628715
2018,13,Chum,5922,GN,Commercial,1628715
2020,13,Chum,12893,GN,Commercial,1628715
1982,14,Chum,76703,GN,Commercial,2803224
1983,14,Chum,81667,GN,Commercial,2803224
1984,14,Chum,63281,GN,Commercial,2803224
1985,14,Chum,246455,GN,Commercial,2803224
1986,14,Chum,239274,GN,Commercial,2803224
1987,14,Chum,148632,GN,Commercial,2803224
1988,14,Chum,38679,GN,Commercial,2803224
1989,14,Chum,98482,GN,Commercial,2803224
1990,14,Chum,145566,GN,Commercial,2803224
1991,14,Chum,159520,GN,Commercial,2803224
1992,14,Chum,265171,GN,Commercial,2803224
1993,14,Chum,240901,GN,Commercial,2803224
1994,14,Chum,246810,GN,Commercial,2803224
1995,14,Chum,18297,GN,Commercial,2803224
1998,14,Chum,35024,GN,Commercial,2803224
2000,14,Chum,0,GN,Commercial,2803224
2001,14,Chum,52677,GN,Commercial,2803224
2002,14,Chum,121303,GN,Commercial,2803224
2003,14,Chum,52565,GN,Commercial,2803224
2004,14,Chum,97243,GN,Commercial,2803224
2005,14,Chum,29741,GN,Commercial,2803224
2006,14,Chum,80534,GN,Commercial,2803224
2007,14,Chum,25353,GN,Commercial,2803224
2008,14,Chum,13878,GN,Commercial,2803224
2009,14,Chum,46609,GN,Commercial,2803224
2011,14,Chum,58318,GN,Commercial,2803224
2012,14,Chum,14070,GN,Commercial,2803224
2013,14,Chum,30873,GN,Commercial,2803224
2014,14,Chum,3,GN,Commercial,2803224
2015,14,Chum,12812,GN,Commercial,2803224
2016,14,Chum,39084,GN,Commercial,2803224
2017,14,Chum,16964,GN,Commercial,2803224
2020,14,Chum,6735,GN,Commercial,2803224
1982,16,Chum,111,GN,Commercial,144873
1983,16,Chum,1067,GN,Commercial,144873
1984,16,Chum,12,GN,Commercial,144873
1985,16,Chum,318,GN,Commercial,144873
1986,16,Chum,21,GN,Commercial,144873
1987,16,Chum,21,GN,Commercial,144873
1988,16,Chum,4,GN,Commercial,144873
1989,16,Chum,63,GN,Commercial,144873
1990,16,Chum,28,GN,Commercial,144873
1991,16,Chum,202,GN,Commercial,144873
1992,16,Chum,16807,GN,Commercial,144873
1993,16,Chum,117662,GN,Commercial,144873
1994,16,Chum,169,GN,Commercial,144873
1995,16,Chum,92,GN,Commercial,144873
1997,16,Chum,0,GN,Commercial,144873
1998,16,Chum,323,GN,Commercial,144873
2001,16,Chum,7680,GN,Commercial,144873
2005,16,Chum,293,GN,Commercial,144873
1982,17,Chum,35882,GN,Commercial,449945
1985,17,Chum,161,GN,Commercial,449945
1987,17,Chum,9959,GN,Commercial,449945
1988,17,Chum,23003,GN,Commercial,449945
1991,17,Chum,16557,GN,Commercial,449945
1992,17,Chum,21096,GN,Commercial,449945
1993,17,Chum,18021,GN,Commercial,449945
1994,17,Chum,8506,GN,Commercial,449945
1995,17,Chum,9,GN,Commercial,449945
1998,17,Chum,333,GN,Commercial,449945
2001,17,Chum,1365,GN,Commercial,449945
2002,17,Chum,305,GN,Commercial,449945
2003,17,Chum,3247,GN,Commercial,449945
2004,17,Chum,9334,GN,Commercial,449945
2005,17,Chum,3797,GN,Commercial,449945
2007,17,Chum,326,GN,Commercial,449945
2008,17,Chum,802,GN,Commercial,449945
2009,17,Chum,6731,GN,Commercial,449945
2013,17,Chum,9993,GN,Commercial,449945
2015,17,Chum,18133,GN,Commercial,449945
2016,17,Chum,86254,GN,Commercial,449945
2017,17,Chum,88944,GN,Commercial,449945
2018,17,Chum,79077,GN,Commercial,449945
2020,17,Chum,8110,GN,Commercial,449945
1982,18,Chum,4641,GN,Commercial,912196
1986,18,Chum,2108,GN,Commercial,912196
1987,18,Chum,5440,GN,Commercial,912196
1988,18,Chum,55568,GN,Commercial,912196
1990,18,Chum,46226,GN,Commercial,912196
1991,18,Chum,153696,GN,Commercial,912196
1992,18,Chum,84732,GN,Commercial,912196
1993,18,Chum,80202,GN,Commercial,912196
1994,18,Chum,543,GN,Commercial,912196
1995,18,Chum,257,GN,Commercial,912196
1998,18,Chum,441,GN,Commercial,912196
2001,18,Chum,17149,GN,Commercial,912196
2002,18,Chum,7991,GN,Commercial,912196
2004,18,Chum,18265,GN,Commercial,912196
2007,18,Chum,6936,GN,Commercial,912196
2008,18,Chum,3560,GN,Commercial,912196
2009,18,Chum,3731,GN,Commercial,912196
2012,18,Chum,60466,GN,Commercial,912196
2014,18,Chum,28139,GN,Commercial,912196
2015,18,Chum,22117,GN,Commercial,912196
2016,18,Chum,201494,GN,Commercial,912196
2017,18,Chum,91767,GN,Commercial,912196
2018,18,Chum,16727,GN,Commercial,912196
2002,19,Chum,0,GN,Commercial,4841
2018,19,Chum,4841,GN,Commercial,4841
1982,20,Chum,736,GN,Commercial,26381
1983,20,Chum,19,GN,Commercial,26381
1984,20,Chum,112,GN,Commercial,26381
1985,20,Chum,1105,GN,Commercial,26381
1986,20,Chum,336,GN,Commercial,26381
1987,20,Chum,4735,GN,Commercial,26381
1988,20,Chum,11602,GN,Commercial,26381
1989,20,Chum,5557,GN,Commercial,26381
1990,20,Chum,219,GN,Commercial,26381
1991,20,Chum,565,GN,Commercial,26381
1992,20,Chum,1018,GN,Commercial,26381
1993,20,Chum,91,GN,Commercial,26381
1994,20,Chum,170,GN,Commercial,26381
1995,20,Chum,84,GN,Commercial,26381
1997,20,Chum,32,GN,Commercial,26381
2001,20,Chum,0,GN,Commercial,26381
1982,21,Chum,2,GN,Commercial,4112214
1984,21,Chum,10753,GN,Commercial,4112214
1985,21,Chum,97945,GN,Commercial,4112214
1986,21,Chum,70694,GN,Commercial,4112214
1987,21,Chum,136293,GN,Commercial,4112214
1988,21,Chum,244662,GN,Commercial,4112214
1989,21,Chum,169052,GN,Commercial,4112214
1990,21,Chum,11241,GN,Commercial,4112214
1991,21,Chum,151666,GN,Commercial,4112214
1992,21,Chum,272376,GN,Commercial,4112214
1993,21,Chum,228600,GN,Commercial,4112214
1994,21,Chum,293086,GN,Commercial,4112214
1995,21,Chum,178824,GN,Commercial,4112214
1996,21,Chum,99511,GN,Commercial,4112214
1997,21,Chum,220361,GN,Commercial,4112214
1998,21,Chum,170799,GN,Commercial,4112214
1999,21,Chum,121678,GN,Commercial,4112214
2000,21,Chum,7303,GN,Commercial,4112214
2001,21,Chum,71222,GN,Commercial,4112214
2002,21,Chum,80738,GN,Commercial,4112214
2003,21,Chum,185086,GN,Commercial,4112214
2004,21,Chum,162933,GN,Commercial,4112214
2005,21,Chum,294054,GN,Commercial,4112214
2006,21,Chum,229243,GN,Commercial,4112214
2007,21,Chum,180111,GN,Commercial,4112214
2008,21,Chum,23919,GN,Commercial,4112214
2011,21,Chum,65469,GN,Commercial,4112214
2012,21,Chum,23219,GN,Commercial,4112214
2013,21,Chum,15730,GN,Commercial,4112214
2015,21,Chum,110535,GN,Commercial,4112214
2016,21,Chum,137591,GN,Commercial,4112214
2017,21,Chum,36051,GN,Commercial,4112214
2018,21,Chum,11467,GN,Commercial,4112214
1982,23,Chum,839,GN,Commercial,69012
1983,23,Chum,120,GN,Commercial,69012
1984,23,Chum,257,GN,Commercial,69012
1985,23,Chum,992,GN,Commercial,69012
1986,23,Chum,209,GN,Commercial,69012
1988,23,Chum,388,GN,Commercial,69012
1989,23,Chum,12,GN,Commercial,69012
1990,23,Chum,3,GN,Commercial,69012
1991,23,Chum,227,GN,Commercial,69012
1992,23,Chum,58,GN,Commercial,69012
1993,23,Chum,31,GN,Commercial,69012
1994,23,Chum,262,GN,Commercial,69012
1997,23,Chum,12,GN,Commercial,69012
1998,23,Chum,8,GN,Commercial,69012
1999,23,Chum,16,GN,Commercial,69012
2000,23,Chum,3,GN,Commercial,69012
2001,23,Chum,4,GN,Commercial,69012
2002,23,Chum,12,GN,Commercial,69012
2003,23,Chum,3,GN,Commercial,69012
2004,23,Chum,12790,GN,Commercial,69012
2005,23,Chum,12328,GN,Commercial,69012
2006,23,Chum,18269,GN,Commercial,69012
2007,23,Chum,7828,GN,Commercial,69012
2008,23,Chum,2109,GN,Commercial,69012
2009,23,Chum,8,GN,Commercial,69012
2010,23,Chum,932,GN,Commercial,69012
2011,23,Chum,6222,GN,Commercial,69012
2012,23,Chum,3558,GN,Commercial,69012
2013,23,Chum,1419,GN,Commercial,69012
2014,23,Chum,4,GN,Commercial,69012
2015,23,Chum,10,GN,Commercial,69012
2016,23,Chum,4,GN,Commercial,69012
2017,23,Chum,1,GN,Commercial,69012
2018,23,Chum,74,GN,Commercial,69012
2019,23,Chum,0,GN,Commercial,69012
2020,23,Chum,0,GN,Commercial,69012
1982,24,Chum,8755,GN,Commercial,16976
1985,24,Chum,167,GN,Commercial,16976
1994,24,Chum,1603,GN,Commercial,16976
2007,24,Chum,4473,GN,Commercial,16976
2008,24,Chum,483,GN,Commercial,16976
2011,24,Chum,1495,GN,Commercial,16976
2012,24,Chum,0,GN,Commercial,16976
1982,25,Chum,103593,GN,Commercial,1856534
1984,25,Chum,36084,GN,Commercial,1856534
1985,25,Chum,74366,GN,Commercial,1856534
1986,25,Chum,72525,GN,Commercial,1856534
1987,25,Chum,12423,GN,Commercial,1856534
1992,25,Chum,152130,GN,Commercial,1856534
1993,25,Chum,117096,GN,Commercial,1856534
1994,25,Chum,197947,GN,Commercial,1856534
1995,25,Chum,27464,GN,Commercial,1856534
1997,25,Chum,86733,GN,Commercial,1856534
1998,25,Chum,111583,GN,Commercial,1856534
1999,25,Chum,89681,GN,Commercial,1856534
2000,25,Chum,19530,GN,Commercial,1856534
2001,25,Chum,62247,GN,Commercial,1856534
2002,25,Chum,124384,GN,Commercial,1856534
2003,25,Chum,106187,GN,Commercial,1856534
2004,25,Chum,122856,GN,Commercial,1856534
2005,25,Chum,109745,GN,Commercial,1856534
2006,25,Chum,124596,GN,Commercial,1856534
2007,25,Chum,16649,GN,Commercial,1856534
2008,25,Chum,14810,GN,Commercial,1856534
2009,25,Chum,0,GN,Commercial,1856534
2010,25,Chum,13122,GN,Commercial,1856534
2011,25,Chum,15902,GN,Commercial,1856534
2012,25,Chum,11,GN,Commercial,1856534
2013,25,Chum,3,GN,Commercial,1856534
2014,25,Chum,3,GN,Commercial,1856534
2015,25,Chum,1446,GN,Commercial,1856534
2016,25,Chum,13371,GN,Commercial,1856534
2017,25,Chum,12150,GN,Commercial,1856534
2018,25,Chum,7706,GN,Commercial,1856534
2019,25,Chum,4126,GN,Commercial,1856534
2020,25,Chum,6065,GN,Commercial,1856534
1982,26,Chum,22598,GN,Commercial,60071
1984,26,Chum,5939,GN,Commercial,60071
1985,26,Chum,8958,GN,Commercial,60071
1995,26,Chum,320,GN,Commercial,60071
2017,26,Chum,8284,GN,Commercial,60071
2018,26,Chum,8278,GN,Commercial,60071
2019,26,Chum,2717,GN,Commercial,60071
2020,26,Chum,2977,GN,Commercial,60071
1985,27,Chum,146,GN,Commercial,146
2007,27,Chum,0,GN,Commercial,146
1982,29,Chum,63187,GN,Commercial,2080286
1983,29,Chum,7912,GN,Commercial,2080286
1984,29,Chum,2041,GN,Commercial,2080286
1985,29,Chum,52026,GN,Commercial,2080286
1986,29,Chum,88237,GN,Commercial,2080286
1987,29,Chum,10015,GN,Commercial,2080286
1988,29,Chum,83391,GN,Commercial,2080286
1989,29,Chum,24551,GN,Commercial,2080286
1990,29,Chum,113510,GN,Commercial,2080286
1991,29,Chum,60985,GN,Commercial,2080286
1992,29,Chum,50996,GN,Commercial,2080286
1993,29,Chum,80007,GN,Commercial,2080286
1994,29,Chum,130782,GN,Commercial,2080286
1995,29,Chum,52964,GN,Commercial,2080286
1996,29,Chum,354,GN,Commercial,2080286
1997,29,Chum,12107,GN,Commercial,2080286
1998,29,Chum,5667,GN,Commercial,2080286
1999,29,Chum,35969,GN,Commercial,2080286
2000,29,Chum,5791,GN,Commercial,2080286
2001,29,Chum,32847,GN,Commercial,2080286
2002,29,Chum,48825,GN,Commercial,2080286
2003,29,Chum,45345,GN,Commercial,2080286
2004,29,Chum,70819,GN,Commercial,2080286
2005,29,Chum,56898,GN,Commercial,2080286
2006,29,Chum,163757,GN,Commercial,2080286
2007,29,Chum,29879,GN,Commercial,2080286
2008,29,Chum,38000,GN,Commercial,2080286
2009,29,Chum,42115,GN,Commercial,2080286
2010,29,Chum,165,GN,Commercial,2080286
2011,29,Chum,35779,GN,Commercial,2080286
2012,29,Chum,64427,GN,Commercial,2080286
2013,29,Chum,94412,GN,Commercial,2080286
2014,29,Chum,63788,GN,Commercial,2080286
2015,29,Chum,123329,GN,Commercial,2080286
2016,29,Chum,178686,GN,Commercial,2080286
2017,29,Chum,77382,GN,Commercial,2080286
2018,29,Chum,2,GN,Commercial,2080286
2020,29,Chum,33339,GN,Commercial,2080286
1982,1,Chum,12167,SN,Commercial,227448
1983,1,Chum,2275,SN,Commercial,227448
1984,1,Chum,6002,SN,Commercial,227448
1985,1,Chum,39971,SN,Commercial,227448
1986,1,Chum,53781,SN,Commercial,227448
1987,1,Chum,5279,SN,Commercial,227448
1988,1,Chum,6213,SN,Commercial,227448
