year,area,species,catch,fishery,type,area_catch
1991,18,Chinook,1947,Rec,Rec,141962.3182987487
1992,18,Chinook,2173,Rec,Rec,141962.3182987487
1993,18,Chinook,2592,Rec,Rec,141962.3182987487
1994,18,Chinook,1198,Rec,Rec,141962.3182987487
1995,18,Chinook,1577,Rec,Rec,141962.3182987487
1996,18,Chinook,1844,Rec,Rec,141962.3182987487
1997,18,Chinook,887,Rec,Rec,141962.3182987487
1998,18,Chinook,1170,Rec,Rec,141962.3182987487
1999,18,Chinook,802,Rec,Rec,141962.3182987487
2000,18,Chinook,1042,Rec,Rec,141962.3182987487
2001,18,Chinook,1729,Rec,Rec,141962.3182987487
2002,18,Chinook,1475,Rec,Rec,141962.3182987487
2003,18,Chinook,1385,Rec,Rec,141962.3182987487
2004,18,Chinook,926,Rec,Rec,141962.3182987487
2005,18,Chinook,330,Rec,Rec,141962.3182987487
2006,18,Chinook,652,Rec,Rec,141962.3182987487
2007,18,Chinook,281,Rec,Rec,141962.3182987487
2008,18,Chinook,318,Rec,Rec,141962.3182987487
2009,18,Chinook,306,Rec,Rec,141962.3182987487
2010,18,Chinook,286,Rec,Rec,141962.3182987487
2011,18,Chinook,881,Rec,Rec,141962.3182987487
2012,18,Chinook,739,Rec,Rec,141962.3182987487
2013,18,Chinook,1751.856211520675,Rec,Rec,141962.3182987487
2014,18,Chinook,1661.3131105279847,Rec,Rec,141962.3182987487
2015,18,Chinook,2325.0061897452188,Rec,Rec,141962.3182987487
2016,18,Chinook,945.0485968058108,Rec,Rec,141962.3182987487
2017,18,Chinook,2791.507167664841,Rec,Rec,141962.3182987487
2018,18,Chinook,3202.3216044933115,Rec,Rec,141962.3182987487
2019,18,Chinook,1222.9760198067236,Rec,Rec,141962.3182987487
2020,18,Chinook,563.2893981841147,Rec,Rec,141962.3182987487
1981,19,Chinook,10235,Rec,Rec,376799.0341062196
1982,19,Chinook,31999,Rec,Rec,376799.0341062196
1983,19,Chinook,26936,Rec,Rec,376799.0341062196
1984,19,Chinook,38190,Rec,Rec,376799.0341062196
1985,19,Chinook,27686,Rec,Rec,376799.0341062196
1986,19,Chinook,20444,Rec,Rec,376799.0341062196
1987,19,Chinook,14972,Rec,Rec,376799.0341062196
1988,19,Chinook,18650,Rec,Rec,376799.0341062196
1989,19,Chinook,35871,Rec,Rec,376799.0341062196
1990,19,Chinook,6971,Rec,Rec,376799.0341062196
1991,19,Chinook,3233,Rec,Rec,376799.0341062196
1992,19,Chinook,7267,Rec,Rec,376799.0341062196
1993,19,Chinook,5189,Rec,Rec,376799.0341062196
1994,19,Chinook,1341,Rec,Rec,376799.0341062196
1995,19,Chinook,3097,Rec,Rec,376799.0341062196
1996,19,Chinook,4771,Rec,Rec,376799.0341062196
1997,19,Chinook,2082,Rec,Rec,376799.0341062196
1998,19,Chinook,1406,Rec,Rec,376799.0341062196
1999,19,Chinook,997,Rec,Rec,376799.0341062196
2000,19,Chinook,2835,Rec,Rec,376799.0341062196
2001,19,Chinook,5696,Rec,Rec,376799.0341062196
2002,19,Chinook,5031,Rec,Rec,376799.0341062196
2003,19,Chinook,2881,Rec,Rec,376799.0341062196
2004,19,Chinook,3661,Rec,Rec,376799.0341062196
2005,19,Chinook,2168,Rec,Rec,376799.0341062196
2006,19,Chinook,1989,Rec,Rec,376799.0341062196
2007,19,Chinook,2893,Rec,Rec,376799.0341062196
2008,19,Chinook,2922,Rec,Rec,376799.0341062196
2009,19,Chinook,2710,Rec,Rec,376799.0341062196
2010,19,Chinook,1049,Rec,Rec,376799.0341062196
2011,19,Chinook,3105,Rec,Rec,376799.0341062196
2012,19,Chinook,3933,Rec,Rec,376799.0341062196
2013,19,Chinook,11828.686138331115,Rec,Rec,376799.0341062196
2014,19,Chinook,7274.98295634076,Rec,Rec,376799.0341062196
2015,19,Chinook,13270.90139013879,Rec,Rec,376799.0341062196
2016,19,Chinook,9340.3732212962,Rec,Rec,376799.0341062196
2017,19,Chinook,10423.572990006423,Rec,Rec,376799.0341062196
2018,19,Chinook,11043.963790791922,Rec,Rec,376799.0341062196
2019,19,Chinook,7798.656617811068,Rec,Rec,376799.0341062196
2020,19,Chinook,3607.8970015032896,Rec,Rec,376799.0341062196
1981,20,Chinook,4128,Rec,Rec,708302.4128325813
1982,20,Chinook,10721,Rec,Rec,708302.4128325813
1983,20,Chinook,17253,Rec,Rec,708302.4128325813
1984,20,Chinook,10480,Rec,Rec,708302.4128325813
1985,20,Chinook,17788,Rec,Rec,708302.4128325813
1986,20,Chinook,21600,Rec,Rec,708302.4128325813
1987,20,Chinook,17990,Rec,Rec,708302.4128325813
1988,20,Chinook,17171,Rec,Rec,708302.4128325813
1990,20,Chinook,13538,Rec,Rec,708302.4128325813
1991,20,Chinook,11421,Rec,Rec,708302.4128325813
1992,20,Chinook,11664,Rec,Rec,708302.4128325813
1993,20,Chinook,9343,Rec,Rec,708302.4128325813
1994,20,Chinook,8886,Rec,Rec,708302.4128325813
1995,20,Chinook,11503,Rec,Rec,708302.4128325813
1996,20,Chinook,14807,Rec,Rec,708302.4128325813
1997,20,Chinook,15136,Rec,Rec,708302.4128325813
1998,20,Chinook,8424,Rec,Rec,708302.4128325813
1999,20,Chinook,12743,Rec,Rec,708302.4128325813
2000,20,Chinook,12646,Rec,Rec,708302.4128325813
2001,20,Chinook,18161,Rec,Rec,708302.4128325813
2002,20,Chinook,19948,Rec,Rec,708302.4128325813
2003,20,Chinook,24890,Rec,Rec,708302.4128325813
2004,20,Chinook,37251,Rec,Rec,708302.4128325813
2005,20,Chinook,28549,Rec,Rec,708302.4128325813
2006,20,Chinook,24657,Rec,Rec,708302.4128325813
2007,20,Chinook,25210,Rec,Rec,708302.4128325813
2008,20,Chinook,19384,Rec,Rec,708302.4128325813
2009,20,Chinook,29173,Rec,Rec,708302.4128325813
2010,20,Chinook,14571,Rec,Rec,708302.4128325813
2011,20,Chinook,18001,Rec,Rec,708302.4128325813
2012,20,Chinook,18251,Rec,Rec,708302.4128325813
2013,20,Chinook,26630.166377515285,Rec,Rec,708302.4128325813
2014,20,Chinook,20847.91016556164,Rec,Rec,708302.4128325813
2015,20,Chinook,31100.962280387997,Rec,Rec,708302.4128325813
2016,20,Chinook,21514.107916491037,Rec,Rec,708302.4128325813
2017,20,Chinook,27301.511691718828,Rec,Rec,708302.4128325813
2018,20,Chinook,25274.592608844956,Rec,Rec,708302.4128325813
2019,20,Chinook,17343.46225836199,Rec,Rec,708302.4128325813
2020,20,Chinook,13001.699533699637,Rec,Rec,708302.4128325813
2000,21,Chinook,1814,Rec,Rec,138903.59887607206
2001,21,Chinook,351,Rec,Rec,138903.59887607206
2002,21,Chinook,4802,Rec,Rec,138903.59887607206
2003,21,Chinook,4926,Rec,Rec,138903.59887607206
2004,21,Chinook,11638,Rec,Rec,138903.59887607206
2005,21,Chinook,11341,Rec,Rec,138903.59887607206
2006,21,Chinook,2449,Rec,Rec,138903.59887607206
2007,21,Chinook,6835,Rec,Rec,138903.59887607206
2008,21,Chinook,4093,Rec,Rec,138903.59887607206
2009,21,Chinook,7190,Rec,Rec,138903.59887607206
2010,21,Chinook,3819,Rec,Rec,138903.59887607206
2011,21,Chinook,8946,Rec,Rec,138903.59887607206
2012,21,Chinook,10256,Rec,Rec,138903.59887607206
2013,21,Chinook,10196.831836952433,Rec,Rec,138903.59887607206
2014,21,Chinook,8414.846380498904,Rec,Rec,138903.59887607206
2015,21,Chinook,8505.358855133887,Rec,Rec,138903.59887607206
2016,21,Chinook,7833.912956422296,Rec,Rec,138903.59887607206
2017,21,Chinook,7458.14832404883,Rec,Rec,138903.59887607206
2018,21,Chinook,10097.77625375911,Rec,Rec,138903.59887607206
2019,21,Chinook,5659.294270945839,Rec,Rec,138903.59887607206
2020,21,Chinook,2277.4299983107785,Rec,Rec,138903.59887607206
2002,22,Chinook,1716,Rec,Rec,5627.874239033812
2003,22,Chinook,1259,Rec,Rec,5627.874239033812
2013,22,Chinook,1065.4504358050485,Rec,Rec,5627.874239033812
2014,22,Chinook,255.276263997358,Rec,Rec,5627.874239033812
2015,22,Chinook,478.7845485313892,Rec,Rec,5627.874239033812
2016,22,Chinook,71.99406451459849,Rec,Rec,5627.874239033812
2017,22,Chinook,33.52158375636364,Rec,Rec,5627.874239033812
2018,22,Chinook,325.70131833044366,Rec,Rec,5627.874239033812
2019,22,Chinook,422.14602409861095,Rec,Rec,5627.874239033812
1984,23,Chinook,44162,Rec,Rec,1560397.3392434327
1985,23,Chinook,21587,Rec,Rec,1560397.3392434327
1986,23,Chinook,13158,Rec,Rec,1560397.3392434327
1987,23,Chinook,38283,Rec,Rec,1560397.3392434327
1988,23,Chinook,35820,Rec,Rec,1560397.3392434327
1989,23,Chinook,55239,Rec,Rec,1560397.3392434327
1990,23,Chinook,69723,Rec,Rec,1560397.3392434327
1991,23,Chinook,85983,Rec,Rec,1560397.3392434327
1992,23,Chinook,50503,Rec,Rec,1560397.3392434327
1993,23,Chinook,66945,Rec,Rec,1560397.3392434327
1994,23,Chinook,46639,Rec,Rec,1560397.3392434327
1995,23,Chinook,16621,Rec,Rec,1560397.3392434327
1996,23,Chinook,2908,Rec,Rec,1560397.3392434327
1997,23,Chinook,31264,Rec,Rec,1560397.3392434327
1998,23,Chinook,35228,Rec,Rec,1560397.3392434327
1999,23,Chinook,47946,Rec,Rec,1560397.3392434327
2000,23,Chinook,24518,Rec,Rec,1560397.3392434327
2001,23,Chinook,18115,Rec,Rec,1560397.3392434327
2002,23,Chinook,41242,Rec,Rec,1560397.3392434327
2003,23,Chinook,49027,Rec,Rec,1560397.3392434327
2004,23,Chinook,52781,Rec,Rec,1560397.3392434327
2005,23,Chinook,57648,Rec,Rec,1560397.3392434327
2006,23,Chinook,45150,Rec,Rec,1560397.3392434327
2007,23,Chinook,48027,Rec,Rec,1560397.3392434327
2008,23,Chinook,37693,Rec,Rec,1560397.3392434327
2009,23,Chinook,49953,Rec,Rec,1560397.3392434327
2010,23,Chinook,37751,Rec,Rec,1560397.3392434327
2011,23,Chinook,61544,Rec,Rec,1560397.3392434327
2012,23,Chinook,37484,Rec,Rec,1560397.3392434327
2013,23,Chinook,46743.77409145644,Rec,Rec,1560397.3392434327
2014,23,Chinook,37108.36842603518,Rec,Rec,1560397.3392434327
2015,23,Chinook,50222.080296508044,Rec,Rec,1560397.3392434327
2016,23,Chinook,40818.362017444946,Rec,Rec,1560397.3392434327
2017,23,Chinook,40315.00389218301,Rec,Rec,1560397.3392434327
2018,23,Chinook,51054.72429118751,Rec,Rec,1560397.3392434327
2019,23,Chinook,44618.87585319818,Rec,Rec,1560397.3392434327
2020,23,Chinook,26574.150375419336,Rec,Rec,1560397.3392434327
1992,24,Chinook,2507,Rec,Rec,201558.8261499689
1993,24,Chinook,6376,Rec,Rec,201558.8261499689
1995,24,Chinook,5284,Rec,Rec,201558.8261499689
1996,24,Chinook,376,Rec,Rec,201558.8261499689
1997,24,Chinook,4253,Rec,Rec,201558.8261499689
1998,24,Chinook,4870,Rec,Rec,201558.8261499689
1999,24,Chinook,11765,Rec,Rec,201558.8261499689
2000,24,Chinook,9639,Rec,Rec,201558.8261499689
2001,24,Chinook,2300,Rec,Rec,201558.8261499689
2002,24,Chinook,7133,Rec,Rec,201558.8261499689
2003,24,Chinook,2999,Rec,Rec,201558.8261499689
2004,24,Chinook,11817,Rec,Rec,201558.8261499689
2005,24,Chinook,7057,Rec,Rec,201558.8261499689
2006,24,Chinook,5282,Rec,Rec,201558.8261499689
2007,24,Chinook,4707,Rec,Rec,201558.8261499689
2008,24,Chinook,10035,Rec,Rec,201558.8261499689
2009,24,Chinook,9588,Rec,Rec,201558.8261499689
2010,24,Chinook,10930,Rec,Rec,201558.8261499689
2011,24,Chinook,16754,Rec,Rec,201558.8261499689
2012,24,Chinook,10201,Rec,Rec,201558.8261499689
2013,24,Chinook,7572.575472823663,Rec,Rec,201558.8261499689
2014,24,Chinook,8902.235991283937,Rec,Rec,201558.8261499689
2015,24,Chinook,9741.693008211358,Rec,Rec,201558.8261499689
2016,24,Chinook,9087.453012654347,Rec,Rec,201558.8261499689
2017,24,Chinook,6292.98189783581,Rec,Rec,201558.8261499689
2018,24,Chinook,7873.922990777364,Rec,Rec,201558.8261499689
2019,24,Chinook,4071.6111483274053,Rec,Rec,201558.8261499689
2020,24,Chinook,4143.3526280550195,Rec,Rec,201558.8261499689
1994,25,Chinook,18207,Rec,Rec,499800.1241438484
1995,25,Chinook,7952,Rec,Rec,499800.1241438484
1996,25,Chinook,2655,Rec,Rec,499800.1241438484
1997,25,Chinook,18238,Rec,Rec,499800.1241438484
1998,25,Chinook,18450,Rec,Rec,499800.1241438484
1999,25,Chinook,15966,Rec,Rec,499800.1241438484
2000,25,Chinook,3324,Rec,Rec,499800.1241438484
2001,25,Chinook,8482,Rec,Rec,499800.1241438484
2002,25,Chinook,10407,Rec,Rec,499800.1241438484
2003,25,Chinook,17779,Rec,Rec,499800.1241438484
2004,25,Chinook,19554,Rec,Rec,499800.1241438484
2005,25,Chinook,12865,Rec,Rec,499800.1241438484
2006,25,Chinook,14128,Rec,Rec,499800.1241438484
2007,25,Chinook,16677,Rec,Rec,499800.1241438484
2008,25,Chinook,11837,Rec,Rec,499800.1241438484
2009,25,Chinook,14504,Rec,Rec,499800.1241438484
2010,25,Chinook,13210,Rec,Rec,499800.1241438484
2011,25,Chinook,25025,Rec,Rec,499800.1241438484
2012,25,Chinook,18194,Rec,Rec,499800.1241438484
2013,25,Chinook,34198.06366428548,Rec,Rec,499800.1241438484
2014,25,Chinook,32454.30053915034,Rec,Rec,499800.1241438484
2015,25,Chinook,41069.39467579152,Rec,Rec,499800.1241438484
2016,25,Chinook,25671.210317420915,Rec,Rec,499800.1241438484
2017,25,Chinook,27569.964096821943,Rec,Rec,499800.1241438484
2018,25,Chinook,25280.22433192848,Rec,Rec,499800.1241438484
2019,25,Chinook,30380.478710121344,Rec,Rec,499800.1241438484
2020,25,Chinook,15722.487808328407,Rec,Rec,499800.1241438484
1998,26,Chinook,1010,Rec,Rec,124909.44629827363
1999,26,Chinook,5184,Rec,Rec,124909.44629827363
2000,26,Chinook,1811,Rec,Rec,124909.44629827363
2001,26,Chinook,450,Rec,Rec,124909.44629827363
2002,26,Chinook,2080,Rec,Rec,124909.44629827363
2003,26,Chinook,1184,Rec,Rec,124909.44629827363
2004,26,Chinook,4513,Rec,Rec,124909.44629827363
2005,26,Chinook,2754,Rec,Rec,124909.44629827363
2006,26,Chinook,7497,Rec,Rec,124909.44629827363
2007,26,Chinook,3490,Rec,Rec,124909.44629827363
2008,26,Chinook,5986,Rec,Rec,124909.44629827363
2009,26,Chinook,4600,Rec,Rec,124909.44629827363
2010,26,Chinook,4503,Rec,Rec,124909.44629827363
2011,26,Chinook,6974,Rec,Rec,124909.44629827363
2012,26,Chinook,7750,Rec,Rec,124909.44629827363
2013,26,Chinook,9042.29843809634,Rec,Rec,124909.44629827363
2014,26,Chinook,6460.98201044159,Rec,Rec,124909.44629827363
2015,26,Chinook,10548.73683125136,Rec,Rec,124909.44629827363
2016,26,Chinook,6762.37318510742,Rec,Rec,124909.44629827363
2017,26,Chinook,9390.651309725148,Rec,Rec,124909.44629827363
2018,26,Chinook,10021.43834412695,Rec,Rec,124909.44629827363
2019,26,Chinook,9824.779187863125,Rec,Rec,124909.44629827363
2020,26,Chinook,3072.1869916616984,Rec,Rec,124909.44629827363
2001,27,Chinook,445,Rec,Rec,115297.1521585418
2003,27,Chinook,836,Rec,Rec,115297.1521585418
2005,27,Chinook,2573,Rec,Rec,115297.1521585418
2006,27,Chinook,6027,Rec,Rec,115297.1521585418
2007,27,Chinook,5955,Rec,Rec,115297.1521585418
2008,27,Chinook,5944,Rec,Rec,115297.1521585418
2009,27,Chinook,6215,Rec,Rec,115297.1521585418
2010,27,Chinook,9402,Rec,Rec,115297.1521585418
2011,27,Chinook,8096,Rec,Rec,115297.1521585418
2012,27,Chinook,7591,Rec,Rec,115297.1521585418
2013,27,Chinook,10914.328236311429,Rec,Rec,115297.1521585418
2014,27,Chinook,9723.680316096921,Rec,Rec,115297.1521585418
2015,27,Chinook,8610.483876883845,Rec,Rec,115297.1521585418
2016,27,Chinook,6866.626982106119,Rec,Rec,115297.1521585418
2017,27,Chinook,6018.2432244761085,Rec,Rec,115297.1521585418
2018,27,Chinook,6933.918737336255,Rec,Rec,115297.1521585418
2019,27,Chinook,8878.326115304795,Rec,Rec,115297.1521585418
2020,27,Chinook,4267.544670026328,Rec,Rec,115297.1521585418
1981,28,Chinook,1253,Rec,Rec,106239.71270748181
1982,28,Chinook,7275,Rec,Rec,106239.71270748181
1983,28,Chinook,10686,Rec,Rec,106239.71270748181
1984,28,Chinook,16556,Rec,Rec,106239.71270748181
1985,28,Chinook,9513,Rec,Rec,106239.71270748181
1986,28,Chinook,4235,Rec,Rec,106239.71270748181
1987,28,Chinook,3183,Rec,Rec,106239.71270748181
1988,28,Chinook,2297,Rec,Rec,106239.71270748181
1989,28,Chinook,1784,Rec,Rec,106239.71270748181
1990,28,Chinook,1227,Rec,Rec,106239.71270748181
1991,28,Chinook,1099,Rec,Rec,106239.71270748181
1992,28,Chinook,1325,Rec,Rec,106239.71270748181
1993,28,Chinook,1694,Rec,Rec,106239.71270748181
1994,28,Chinook,850,Rec,Rec,106239.71270748181
1995,28,Chinook,1348,Rec,Rec,106239.71270748181
1996,28,Chinook,1218,Rec,Rec,106239.71270748181
1997,28,Chinook,1752,Rec,Rec,106239.71270748181
1998,28,Chinook,807,Rec,Rec,106239.71270748181
1999,28,Chinook,1368,Rec,Rec,106239.71270748181
2000,28,Chinook,749,Rec,Rec,106239.71270748181
2001,28,Chinook,1356,Rec,Rec,106239.71270748181
2002,28,Chinook,1110,Rec,Rec,106239.71270748181
2003,28,Chinook,1563,Rec,Rec,106239.71270748181
2004,28,Chinook,1480,Rec,Rec,106239.71270748181
2005,28,Chinook,408,Rec,Rec,106239.71270748181
2006,28,Chinook,661,Rec,Rec,106239.71270748181
2007,28,Chinook,561,Rec,Rec,106239.71270748181
2008,28,Chinook,860,Rec,Rec,106239.71270748181
2009,28,Chinook,436,Rec,Rec,106239.71270748181
2010,28,Chinook,294,Rec,Rec,106239.71270748181
2011,28,Chinook,747,Rec,Rec,106239.71270748181
2012,28,Chinook,955,Rec,Rec,106239.71270748181
2013,28,Chinook,1542.1275512560605,Rec,Rec,106239.71270748181
2014,28,Chinook,1494.6408149539568,Rec,Rec,106239.71270748181
2015,28,Chinook,2842.242595854336,Rec,Rec,106239.71270748181
2016,28,Chinook,4824.942779166348,Rec,Rec,106239.71270748181
2017,28,Chinook,5552.290102095407,Rec,Rec,106239.71270748181
2018,28,Chinook,4458.689353626376,Rec,Rec,106239.71270748181
2019,28,Chinook,3417.0148693684428,Rec,Rec,106239.71270748181
2020,28,Chinook,1457.7646411608844,Rec,Rec,106239.71270748181
1981,29,Chinook,2609,Rec,Rec,144349.49394339725
1982,29,Chinook,4121,Rec,Rec,144349.49394339725
1983,29,Chinook,4557,Rec,Rec,144349.49394339725
1984,29,Chinook,22188,Rec,Rec,144349.49394339725
1985,29,Chinook,8576,Rec,Rec,144349.49394339725
1986,29,Chinook,3242,Rec,Rec,144349.49394339725
1987,29,Chinook,4185,Rec,Rec,144349.49394339725
1988,29,Chinook,3629,Rec,Rec,144349.49394339725
1989,29,Chinook,2230,Rec,Rec,144349.49394339725
1990,29,Chinook,1728,Rec,Rec,144349.49394339725
1991,29,Chinook,1593,Rec,Rec,144349.49394339725
1992,29,Chinook,2115,Rec,Rec,144349.49394339725
1993,29,Chinook,3425,Rec,Rec,144349.49394339725
1994,29,Chinook,1085,Rec,Rec,144349.49394339725
1995,29,Chinook,1391,Rec,Rec,144349.49394339725
1996,29,Chinook,1027,Rec,Rec,144349.49394339725
1997,29,Chinook,1521,Rec,Rec,144349.49394339725
1998,29,Chinook,787,Rec,Rec,144349.49394339725
1999,29,Chinook,916,Rec,Rec,144349.49394339725
2000,29,Chinook,1110,Rec,Rec,144349.49394339725
2001,29,Chinook,1608,Rec,Rec,144349.49394339725
2002,29,Chinook,1395,Rec,Rec,144349.49394339725
2003,29,Chinook,834,Rec,Rec,144349.49394339725
2004,29,Chinook,395,Rec,Rec,144349.49394339725
2005,29,Chinook,267,Rec,Rec,144349.49394339725
2006,29,Chinook,671,Rec,Rec,144349.49394339725
2007,29,Chinook,357,Rec,Rec,144349.49394339725
2008,29,Chinook,751,Rec,Rec,144349.49394339725
2009,29,Chinook,720,Rec,Rec,144349.49394339725
2010,29,Chinook,349,Rec,Rec,144349.49394339725
2011,29,Chinook,2304,Rec,Rec,144349.49394339725
2012,29,Chinook,1561,Rec,Rec,144349.49394339725
2013,29,Chinook,8000.745378388237,Rec,Rec,144349.49394339725
2014,29,Chinook,4462.360531963223,Rec,Rec,144349.49394339725
2015,29,Chinook,7962.9999867980505,Rec,Rec,144349.49394339725
2016,29,Chinook,4482.380639147379,Rec,Rec,144349.49394339725
2017,29,Chinook,9940.25298313442,Rec,Rec,144349.49394339725
2018,29,Chinook,9101.79344698779,Rec,Rec,144349.49394339725
2019,29,Chinook,13278.180441050505,Rec,Rec,144349.49394339725
2020,29,Chinook,3873.780535927656,Rec,Rec,144349.49394339725
2017,130,Chinook,321.3301003887125,Rec,Rec,367.5800095440372
2019,130,Chinook,32.35422194662051,Rec,Rec,367.5800095440372
2020,130,Chinook,13.895687208704171,Rec,Rec,367.5800095440372
1982,1,Chum,242,GN,Commercial,109802
1983,1,Chum,360,GN,Commercial,109802
1984,1,Chum,275,GN,Commercial,109802
1985,1,Chum,15270,GN,Commercial,109802
1986,1,Chum,52182,GN,Commercial,109802
1987,1,Chum,1571,GN,Commercial,109802
1988,1,Chum,1889,GN,Commercial,109802
1989,1,Chum,788,GN,Commercial,109802
1990,1,Chum,636,GN,Commercial,109802
1991,1,Chum,531,GN,Commercial,109802
1992,1,Chum,1136,GN,Commercial,109802
1993,1,Chum,1263,GN,Commercial,109802
1994,1,Chum,3074,GN,Commercial,109802
1995,1,Chum,6761,GN,Commercial,109802
1996,1,Chum,856,GN,Commercial,109802
1997,1,Chum,20115,GN,Commercial,109802
1998,1,Chum,1412,GN,Commercial,109802
1999,1,Chum,1199,GN,Commercial,109802
2000,1,Chum,242,GN,Commercial,109802
2002,1,Chum,0,GN,Commercial,109802
2005,1,Chum,0,GN,Commercial,109802
2006,1,Chum,0,GN,Commercial,109802
2014,1,Chum,0,GN,Commercial,109802
1982,2,Chum,19253,GN,Commercial,1394654
1983,2,Chum,34,GN,Commercial,1394654
1984,2,Chum,67127,GN,Commercial,1394654
1985,2,Chum,282986,GN,Commercial,1394654
1986,2,Chum,93339,GN,Commercial,1394654
1987,2,Chum,66219,GN,Commercial,1394654
1988,2,Chum,142028,GN,Commercial,1394654
1989,2,Chum,69681,GN,Commercial,1394654
1990,2,Chum,66468,GN,Commercial,1394654
1991,2,Chum,127449,GN,Commercial,1394654
1992,2,Chum,67367,GN,Commercial,1394654
1993,2,Chum,35247,GN,Commercial,1394654
1994,2,Chum,37395,GN,Commercial,1394654
1995,2,Chum,20623,GN,Commercial,1394654
1996,2,Chum,36047,GN,Commercial,1394654
1997,2,Chum,18891,GN,Commercial,1394654
1998,2,Chum,29999,GN,Commercial,1394654
1999,2,Chum,39700,GN,Commercial,1394654
2000,2,Chum,64199,GN,Commercial,1394654
2001,2,Chum,8901,GN,Commercial,1394654
2002,2,Chum,7443,GN,Commercial,1394654
2003,2,Chum,4908,GN,Commercial,1394654
2004,2,Chum,20511,GN,Commercial,1394654
2005,2,Chum,38867,GN,Commercial,1394654
2006,2,Chum,17820,GN,Commercial,1394654
2008,2,Chum,0,GN,Commercial,1394654
2009,2,Chum,3550,GN,Commercial,1394654
2010,2,Chum,8602,GN,Commercial,1394654
2011,2,Chum,0,GN,Commercial,1394654
2015,2,Chum,0,GN,Commercial,1394654
1982,3,Chum,19719,GN,Commercial,1747219
1983,3,Chum,69505,GN,Commercial,1747219
1984,3,Chum,140989,GN,Commercial,1747219
1985,3,Chum,19305,GN,Commercial,1747219
1986,3,Chum,56830,GN,Commercial,1747219
1987,3,Chum,23135,GN,Commercial,1747219
1988,3,Chum,44247,GN,Commercial,1747219
1989,3,Chum,34116,GN,Commercial,1747219
1990,3,Chum,12089,GN,Commercial,1747219
1991,3,Chum,28262,GN,Commercial,1747219
1992,3,Chum,57998,GN,Commercial,1747219
1993,3,Chum,144851,GN,Commercial,1747219
1994,3,Chum,170880,GN,Commercial,1747219
1995,3,Chum,144880,GN,Commercial,1747219
1996,3,Chum,98104,GN,Commercial,1747219
1997,3,Chum,30841,GN,Commercial,1747219
1998,3,Chum,79629,GN,Commercial,1747219
1999,3,Chum,29218,GN,Commercial,1747219
2000,3,Chum,26087,GN,Commercial,1747219
2001,3,Chum,11240,GN,Commercial,1747219
2002,3,Chum,39942,GN,Commercial,1747219
2003,3,Chum,64153,GN,Commercial,1747219
2004,3,Chum,82980,GN,Commercial,1747219
2005,3,Chum,66484,GN,Commercial,1747219
2006,3,Chum,48486,GN,Commercial,1747219
2007,3,Chum,12542,GN,Commercial,1747219
2008,3,Chum,14714,GN,Commercial,1747219
2009,3,Chum,47197,GN,Commercial,1747219
2010,3,Chum,15388,GN,Commercial,1747219
2011,3,Chum,0,GN,Commercial,1747219
2012,3,Chum,14195,GN,Commercial,1747219
2013,3,Chum,11931,GN,Commercial,1747219
2014,3,Chum,3947,GN,Commercial,1747219
2015,3,Chum,56605,GN,Commercial,1747219
2016,3,Chum,9727,GN,Commercial,1747219
2017,3,Chum,4208,GN,Commercial,1747219
2018,3,Chum,8506,GN,Commercial,1747219
2019,3,Chum,4289,GN,Commercial,1747219
1982,4,Chum,35759,GN,Commercial,1495748
1983,4,Chum,24366,GN,Commercial,1495748
1984,4,Chum,98249,GN,Commercial,1495748
1985,4,Chum,85086,GN,Commercial,1495748
1986,4,Chum,51144,GN,Commercial,1495748
1987,4,Chum,24216,GN,Commercial,1495748
1988,4,Chum,210166,GN,Commercial,1495748
1989,4,Chum,59332,GN,Commercial,1495748
1990,4,Chum,33607,GN,Commercial,1495748
1991,4,Chum,50854,GN,Commercial,1495748
1992,4,Chum,75273,GN,Commercial,1495748
1993,4,Chum,162221,GN,Commercial,1495748
1994,4,Chum,163227,GN,Commercial,1495748
1995,4,Chum,166620,GN,Commercial,1495748
1996,4,Chum,107099,GN,Commercial,1495748
1997,4,Chum,56500,GN,Commercial,1495748
1998,4,Chum,17769,GN,Commercial,1495748
1999,4,Chum,0,GN,Commercial,1495748
2000,4,Chum,20519,GN,Commercial,1495748
2001,4,Chum,13941,GN,Commercial,1495748
2002,4,Chum,12677,GN,Commercial,1495748
2003,4,Chum,10308,GN,Commercial,1495748
2004,4,Chum,11173,GN,Commercial,1495748
2005,4,Chum,1,GN,Commercial,1495748
2006,4,Chum,5641,GN,Commercial,1495748
2007,4,Chum,0,GN,Commercial,1495748
2008,4,Chum,0,GN,Commercial,1495748
2009,4,Chum,0,GN,Commercial,1495748
2010,4,Chum,0,GN,Commercial,1495748
2011,4,Chum,0,GN,Commercial,1495748
2012,4,Chum,0,GN,Commercial,1495748
2013,4,Chum,0,GN,Commercial,1495748
2014,4,Chum,0,GN,Commercial,1495748
2015,4,Chum,0,GN,Commercial,1495748
2016,4,Chum,0,GN,Commercial,1495748
2018,4,Chum,0,GN,Commercial,1495748
2020,4,Chum,0,GN,Commercial,1495748
1982,5,Chum,12800,GN,Commercial,203816
1983,5,Chum,18253,GN,Commercial,203816
1984,5,Chum,14097,GN,Commercial,203816
1985,5,Chum,4960,GN,Commercial,203816
1986,5,Chum,16052,GN,Commercial,203816
1987,5,Chum,4266,GN,Commercial,203816
1988,5,Chum,15157,GN,Commercial,203816
